"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50"
"2827",2845,"T0000161","flat",0.0558,618.841,41500,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43900,44400,44400,44900,44900,45400,45400,45800,46300,46300,46800,46800,47300,47300,47300,47300,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300
"2828",2846,"T0000161","flat-mz",0.0936,619.4585,NA,40500,41000,40500,41000,41000,41000,41500,41900,41500,41500,41900,41500,41500,41900,41500,41900,41900,41900,42400,42400,43900,44400,44900,45800,45800,45800,45800,45800,46300,45800,45400,45800,45800,46300,46300,46800,46800,47300,47300,47300,47300,46800,46800,46300,45800,44400,44400,45400,NA
"2829",2847,"T0000161","flat-mz",0.0793,620.4108,36600,37100,36600,NA,NA,NA,NA,40000,40500,40000,40500,40500,40500,40500,40500,40500,40500,41500,NA,22400,NA,40000,34600,NA,40000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,44900,44900,45800,46300,46300,44400,43900,40500,41000
"2830",2848,"T0000161","flat",0.0128,620.9003,NA,NA,43400,43400,NA,NA,NA,NA,NA,NA,44900,44900,43900,43900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400,45800,45800,46300,46300,NA,NA,45800,45800,46300,46300,46800,46800,46800,46800,47300,47300,47300,47300,46800,46800
"2831",2849,"T0000161","short",0.0046,621.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,44400,44400,44400,44400,44400,44400,45400,45400,45400,45400,45400,44400,44400,44400,44400,44400,NA
"2832",2850,"T0000161","short-dr",0.0035,621.4891,NA,NA,NA,NA,NA,NA,NA,54600,54600,54600,54600,54600,54600,54600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800
"2833",2851,"T0000161","flat",0.0424,621.7133,NA,NA,NA,40500,41500,40500,NA,NA,41000,41900,41000,41900,41500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,41900,34100,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,NA,NA,42400,NA,NA
"2834",2852,"T0000161","step up",0.0291,621.7881,45400,45800,45400,45400,46300,46300,46300,45800,45800,46800,46300,46300,46300,46300,46300,46300,45800,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77600,76600,76600,77100,77100,77100,77100,77100,77100,76600
"2835",2853,"T0000161","short",0.0035,621.9602,75100,75100,75100,75100,75100,75100,75100,74700,74700,74700,74700,74700,74700,74700,74700,74700,74700,74700,74700,74700,74700,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75600,75600,75600,75600,75600,75600,75600,75100
"2836",2854,"T0000161","inverted-u",0.0163,622.1598,45400,45400,45400,45400,45400,45400,45400,46800,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47300,NA,NA
"2837",2855,"T0000161","flat",0.0128,623.4946,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400
"2838",2856,"T0000161","flat",0.1208,623.5371,45400,45800,45800,46300,46300,46800,46300,46300,46300,46300,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,46300,46800,46800,47800,48300,48300,48800,48800,48300,48300,48300,47800,47300,46300,45800,45800,45400,45400,44900,44900,44900,44900,44400,44400
"2839",2857,"T0000161","flat",0.0624,624.8514,40500,41000,40500,41500,41000,41000,41000,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,42400,41500,42400,41500,41500,41500,41500,41500,NA,42400,41500
"2840",2858,"T0000161","short-dr",0.0102,625.0101,44400,44400,44400,NA,NA,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,44400,43900,43900,43400,43400,43400,41500,41500,42900,42900,42900,41900,41900,41500,41500,41500
"2841",2859,"T0000161","inverted-u",0.0762,628.5332,48800,49800,50200,50200,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51700,51700,51700,52200,52200,52700,53200,53200,53700,54100,54600,55100,55600,56100,56600,57100,57100,57600,58100,59000,59500,61500,62500,62000,62900,NA,NA,NA,63900,62900,62000,60000,60000,58100,55100
"2842",2860,"T0000161","flat",0.0609,628.7651,39000,39500,39500,40000,41000,42400,42400,42900,42900,43400,43400,43900,43900,43900,43900,44400,43900,44400,44400,44400,44400,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45800,45400,45800,45800,45800,45800,46300,46300,46300,46800,46800,46800,47300,47300,47800,47800,47800,47800,47800
"2843",2861,"T0000161","flat",0.0547,629.6745,40000,40000,40000,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,41000,40500,41500,41000,41500,41500,41000,41000,41000,41500,41000
"2844",2862,"T0000161","short",0.0097,629.8414,40500,40500,40500,40000,40000,40000,40000,40000,40500,40500,40500,NA,NA,NA,NA,NA,NA,NA,NA,35600,35600,36100,36100,36100,36100,36100,37100,37100,37100,36100,36100,37500,37500,37500,38000,38000,38000,39000,39000,38500,38500,38500,39000,39000,39000,39000,39000,40000,40000,NA
"2845",2863,"T0000161","short",0.0081,630.7732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300
"2846",2864,"T0000161","flat",0.0747,631.0691,NA,NA,NA,40500,NA,41000,41000,41000,41500,41000,41000,41000,41000,41000,41500,41000,41000,41500,41500,41000,41500,NA,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,NA,41500,41500,NA,42400,42900,43400,NA
"2847",2865,"T0000161","flat",0.0266,631.5305,40000,40500,40500,40500,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42900,42900,42900,42400,42400,42400,42400,42900,42900,43900,42400
"2848",2866,"T0000161","flat",0.064,634.8523,NA,NA,41500,41500,42400,41900,41500,41900,41900,41500,41900,42400,42400,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42400,42400,42400,42400,42400,42900,42400,42900,42900,42900,42900,43400,43400,43400,43900,43900,43400,43900,43400,44400,43400,43400,NA
"2849",2867,"T0000161","flat",0.0225,636.7385,NA,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,40500,41500,NA,NA,NA,40500,41500,41500,41500,41500,41500,41000,41000,41000,41000,40500,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,NA,41900,41000,41000,41000,41000,NA
"2850",2868,"T0000161","short-ur",0.0025,638.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,65400
"2851",2869,"T0000161","short",0.0081,639.2427,NA,NA,NA,NA,48300,48300,48300,48300,48300,48300,48300,48300,48300,NA,NA,NA,NA,NA,NA,49300,49300,49300,48300,48300,48300,48800,48800,48800,48300,48300,48300,48800,48800,48800,47800,47800,47800,NA,NA,NA,48300,48300,48300,NA,NA,NA,NA,NA,NA,NA
"2852",2870,"T0000161","short",0.002,639.5565,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56600
"2853",2871,"T0000161","flat",0.0957,640.5335,NA,46800,47300,47300,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,NA,NA,NA,NA,47300,46800,47300,NA,NA,48300,NA,NA,NA,NA
"2854",2872,"T0000161","flat",0.0988,649.153,48300,48800,48800,49300,49300,49800,49800,49800,49800,49800,50200,50700,50700,50700,51200,51700,51700,52200,52700,52700,53200,53700,53700,54100,54600,54600,55100,55100,55100,55100,55100,55600,55600,56100,56100,56100,56600,56600,56600,56600,56600,56600,56100,56100,56100,55600,55600,55600,55100,54100
"2855",2873,"T0000161","flat",0.0435,685.5603,41900,42400,42400,42400,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,42900,43400,42900,42900,42900,42900,42900,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400
"2856",2874,"T0000161","flat",0.0506,685.825,41900,42400,41900,41900,41900,41900,41900,42400,42400,42900,42400,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41000,41000,41000,40500,40500,40000,39500
"2857",2875,"T0000161","flat",0.0307,699.6546,50700,51200,51700,51700,51700,51700,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53200,53200,53200,53200,53200,53200,53200,53200,52200,51700,52200,51200,NA
"2858",2876,"T0000161","flat",0.1029,704.3696,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41900,41900,42400,42400,42400,42400,42400,42400,41900,42400,NA,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,NA,NA,NA,NA
"2859",2877,"T0000161","flat",0.0307,704.6845,NA,NA,NA,NA,NA,NA,NA,43900,NA,43900,44900,44400,44400,44400,44400,44900,44900,44900,NA,NA,NA,45400,NA,NA,NA,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",2878,"T0000161","flat",0.0834,706.0121,47800,47800,48800,48800,49300,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,49800,50200,50200,50700,51200,51200,51200,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,51700,51700,51200,50700,50200,49800,49800,49300,49300,48800,48800,48800,48800,49300,49300,49300,47800
"2861",2879,"T0000161","short",0.0046,710.8991,75600,75600,75600,75600,75600,75600,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76100,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,76600,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100,77100
"2862",2880,"T0000161","flat",0.0168,716.5526,45800,45800,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,47300,47300,46800,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300
"2863",2881,"T0000161","flat",0.0465,716.6336,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,47800
"2864",2882,"T0000161","short",0.0112,724.8368,45800,45800,45800,44900,44900,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,45800,45800,NA,NA,NA,NA,NA,NA,NA,45800,45800,NA,NA,NA,NA,NA,NA,NA,46300,46300,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400
"2865",2883,"T0000161","flat",0.0312,736.0394,50700,50200,49300,49300,49300,48800,48800,49300,48300,48300,49300,48800,48800,47800,48300,47800,47800,47300,47800,47300,47300,47800,47300,47300,47300,47300,47300,47300,47300,47800,47300,47800,47300,47300,47300,47300,47800,47800,47800,48300,47800,48300,47800,48300,47800,48300,48300,49300,49300,48800
"2866",2884,"T0000161","flat",0.0655,736.1459,47300,47300,47300,47300,47300,47300,47300,47800,47800,47300,48800,47300,47800,50200,50200,50200,49800,49800,50200,50200,49800,49800,49800,49300,49300,49300,49300,49300,49300,48300,48300,48300,47800,NA,47300,47800,47300,47300,47300,46800,NA,NA,46800,45800,45800,NA,44900,NA,44900,44900
"2867",2885,"T0000161","flat",0.0563,736.2478,45400,44900,45800,45400,45400,45400,45800,44900,44900,44900,44900,NA,44900,45800,45800,45400,45400,45400,45400,45400,45400,45400,45800,46300,46300,44400,46800,46800,46300,46300,46800,46300,47300,46800,46800,46800,46800,47300,47300,47300,47300,47800,47800,47800,NA,NA,48800,48300,48300,48300
"2868",2886,"T0000161","flat",0.0168,736.4342,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500
"2869",2887,"T0000161","flat",0.0409,736.9779,NA,NA,NA,NA,40500,NA,NA,40500,NA,NA,NA,NA,NA,NA,41900,NA,NA,NA,40500,NA,41500,41000,41500,41500,NA,NA,NA,41000,41000,41000,41000,NA,NA,41000,41000,41500,41900,NA,NA,NA,NA,41500,41500,41500,41900,41000,41000,41000,41000,NA
"2870",2888,"T0000161","flat",0.0133,737.2907,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500
"2871",2889,"T0000161","flat",0.0194,737.903,NA,NA,62900,62000,62000,62000,62000,62900,62000,62000,NA,NA,NA,NA,NA,62500,62900,62500,62500,NA,62000,62500,62500,62500,NA,62500,NA,NA,62500,62500,62500,63400,63400,62500,63400,62000,62000,62000,NA,62900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",2890,"T0000161","complex",0.0465,738.3541,42900,43400,43400,43900,43900,43900,43400,43400,43400,43400,NA,NA,42400,41900,41000,41000,41000,41500,41500,41900,42400,42400,42400,42400,42400,42400,42400,41900,41500,41500,41900,41500,NA,NA,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,41900,41500,41500
"2873",2891,"T0000161","flat",0.0834,738.475,46800,47300,47800,47800,48800,48300,48300,48300,47800,47300,46800,46800,46300,45800,45400,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,43900,43900,43400,44900,NA,NA,NA,NA,NA,NA,NA,NA,42900,42400,42400,42400,42400,41900,41500,41500,41500,41000,41000,40500,40500
"2874",2892,"T0000161","short-dr",0.0071,738.7156,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500
"2875",2893,"T0000161","multi-step",0.0373,740.3187,NA,75100,76100,75600,75600,75600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48300,48300,48300,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65900,66400,66400,NA,63900,64400,63400,63400,63400,62500,63400,NA
"2876",2894,"T0000161","short",0.0061,742.103,63400,63400,63400,63400,63400,63400,63400,63400,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63400,63400,63400,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63400,63400,63400,63400,NA,NA,NA,NA,NA
"2877",2895,"T0000161","flat",0.1909,742.5838,NA,NA,51200,NA,NA,52700,NA,49800,48300,47300,NA,NA,NA,NA,48300,48800,48800,48800,NA,NA,49800,49800,49300,49800,49300,49300,49800,49300,48800,48300,47800,47300,46300,45400,NA,43900,NA,NA,47300,47300,NA,NA,NA,NA,48800,47300,46800,47300,46300,NA
"2878",2896,"T0000161","flat",0.0517,742.8607,48300,47800,47300,46800,44900,43400,42900,NA,NA,NA,37500,39000,NA,NA,NA,NA,NA,NA,NA,NA,44400,44900,45400,45400,46300,46300,46300,46800,46800,46800,47300,47300,47300,47800,47800,47300,47300,47300,47300,46800,46800,46800,46300,46300,46300,46300,46300,45800,45400,NA
"2879",2897,"T0000161","flat-mz",0.0916,743.5402,NA,42400,42400,42900,43900,44400,44900,46300,47300,47800,48300,48300,48300,48300,48300,48300,48300,48300,47800,47300,46800,46300,44900,44900,NA,NA,NA,NA,43900,43900,44400,45800,46800,47300,47800,47800,48300,48800,49300,49800,50200,50700,51200,51200,50700,50200,49800,49800,50200,50700
"2880",2898,"T0000161","flat",0.0957,743.7777,47300,47300,47300,47800,NA,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,NA,NA,NA,48300,49800,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,49800
"2881",2899,"T0000161","inverted-u",0.0174,743.8986,48300,48300,49300,48800,48800,48800,48800,48800,49300,49800,49800,49300,49300,49300,49300,49300,49300,49300,NA,NA,NA,50700,50700,50700,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,50700,50700,50700,49300,49800,49800,49300,48800,48300
"2882",2901,"T0000161","flat",0.0143,744.7777,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47300,47300,47300,47300,47800,47800,47800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46300,46300,45800,NA
"2883",2902,"T0000161","flat",0.0624,745.1591,42900,43400,42900,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,42900
"2884",2903,"T0000161","complex",0.0286,745.2861,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,NA,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,46800,46800,46800,46300,46800,46800,46800,46800,47300,47800,48300,48300,48300,48800,48800,48800,48800,46800,47800,44900,44400,43400,44900,42900
"2885",2904,"T0000161","flat",0.0496,745.495,42900,43900,44400,44900,44900,45800,46300,46800,47300,47800,47800,48300,48800,48800,49300,49300,49800,49300,49800,49800,49800,49800,50200,50200,50200,50200,50700,50700,50700,50700,51200,51700,51700,51700,52200,52200,52200,51700,51700,51200,51200,51700,51700,51700,51700,52200,52700,52700,53200,51700
"2886",2905,"T0000161","flat",0.0168,745.9501,42400,42400,42400,42400,42400,NA,NA,NA,NA,42900,42900,42900,43900,43900,42900,42900,42900,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,NA
"2887",2906,"T0000161","flat",0.0496,746.6173,48300,47800,48300,48800,48800,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49300,49300,49800,49800,49800,49800,49800,50200,50200,50700,50700,51200,51700,51700,52200,52700,53200,53200,53200,53200,53700,53700,54100,54100,54100,54600,54600,NA
"2888",2907,"T0000161","flat",0.0384,748.44,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,NA,45400,44900,45800,46300,46300,46800,46800,46800,46800,46800,45800,45800,45400,43900
"2889",2908,"T0000161","flat",0.0261,748.5056,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45800,45800,46300,46300,46300,46800,46800,46800,47300,47300,47300,47300,47800,47800,46800,46800,46800,46800,46300,46300,45800,45800,45800,45400,44900
"2890",2909,"T0000161","complex",0.0855,748.7493,44400,43900,45400,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,47800,46300,46300,44400,44400,43900,43900,44400,44400,44400,43900,43400,42400,42400,41500,41500,41000,41000,41500,41900,42400,NA,NA,NA,NA,NA,43400,43400,43400,43400,43900,44400,43900,43900,45400,45400,NA
"2891",2910,"T0000161","flat",0.0128,749.0856,47300,47300,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48800,48800,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200
"2892",2911,"T0000161","flat",0.0435,749.272,41000,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,40500,40500,40500,41000,41000,41000,41000,40500,41000,40500,40500,41000,40500,40500,40500,41000
"2893",2912,"T0000161","short-dr",0.0076,749.4359,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41500,41500,41500,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40500,40500,40500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100
"2894",2913,"T0000161","complex",0.0629,750.1741,NA,NA,37500,37500,NA,NA,42900,42400,43400,43900,44400,44900,44900,45400,46300,46800,47800,47800,47800,47800,48300,48300,47800,47800,47300,46800,45400,44900,44900,44400,43900,43900,43900,43900,44400,44900,45800,45800,48800,49300,49800,50200,50200,49800,49300,48800,46300,45400,44400,44400
"2895",2914,"T0000161","flat",0.1305,750.4429,35100,35600,35600,35600,35600,36100,36100,36100,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,NA,NA,37100,36600,36600,36600,36600,36600,36600,36100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,36600
"2896",2915,"T0000161","flat",0.0133,750.6145,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,35600,35600,35600,35600,35100,35100,35100,35100,35100,35100,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600,33600,34100,34100,34100,34100,34600,34600,34600,34600,35100,35100,34600,34600
"2897",2916,"T0000161","flat",0.0624,750.8106,34600,35100,35100,35600,35600,35600,35600,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36100,36100,37100,37100,37500
"2898",2917,"T0000161","flat-z",0.0491,751.0579,35600,35600,35600,36100,36100,37100,37100,36600,37100,37100,37100,37100,37100,37100,37500,37500,NA,40500,40000,40000,40000,40000,40000,40000,40000,39500,NA,41000,40000,NA,23400,28800,NA,NA,NA,NA,40500,41000,41000,41000,41500,41000,41900,41500,41500,41500,41500,41000,NA,NA
"2899",2918,"T0000161","short",0.0112,752.3665,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300
"2900",2919,"T0000161","flat",0.3169,761.8477,41000,41500,41900,42400,42400,42900,42900,42900,42900,42900,42400,41900,41500,41000,40500,NA,NA,NA,NA,40000,NA,38500,38500,38500,27800,38500,NA,NA,NA,NA,40000,40000,41000,41000,NA,41500,41500,41500,NA,NA,NA,NA,NA,41500,NA,NA,42400,42900,42900,41900
"2901",2920,"T0000161","short",0.0056,762.3807,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,49800,49800,49800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48300
"2902",2921,"T0000161","short-c",0.0102,762.4176,77100,77100,77100,77100,77100,77600,77600,77600,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,78100,77600,77600,77100,77100,77100,77100,77100,76600,76600,76600,76600,76600,75100,75100,75600,75600,75600,75100,75100,75100,75100,75100,NA,NA,72200,72200,NA
"2903",2922,"T0000161","flat",0.0189,762.7934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,NA,NA,NA,NA,NA,NA,NA,NA,61500,61500,NA,NA,NA,NA,NA,NA,62000,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",2923,"T0000161","flat",0.0552,763.1657,42400,42400,42400,42400,41900,41900,42400,41500,NA,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,41000,41000,40500,41000,40500,40500,40500,40500,40500,40500,40500,NA
