"","label","file.name","recording","strain"
"4916","flatonic","T0000097","Fpupiso","WK"
"4917","flatonic","T0000097","Fpupiso","WK"
"4918","flat","T0000097","Fpupiso","WK"
"4919","flat","T0000097","Fpupiso","WK"
"4920","flat","T0000097","Fpupiso","WK"
"4921","flat","T0000097","Fpupiso","WK"
"4922","flat","T0000097","Fpupiso","WK"
"4923","flatonic","T0000097","Fpupiso","WK"
"4924","short","T0000097","Fpupiso","WK"
"4925","short","T0000097","Fpupiso","WK"
"4926","short-c","T0000097","Fpupiso","WK"
"4927","flat","T0000097","Fpupiso","WK"
"4928","flatonic","T0000097","Fpupiso","WK"
"4929","flatonic","T0000097","Fpupiso","WK"
"4930","flatonic","T0000097","Fpupiso","WK"
"4931","flat","T0000097","Fpupiso","WK"
"4932","flat","T0000097","Fpupiso","WK"
"4933","flat","T0000097","Fpupiso","WK"
"4934","flat-mz","T0000097","Fpupiso","WK"
"4935","flat","T0000097","Fpupiso","WK"
"4936","flat","T0000097","Fpupiso","WK"
"4937","flat","T0000097","Fpupiso","WK"
"4938","flat","T0000097","Fpupiso","WK"
"4939","flatonic","T0000097","Fpupiso","WK"
"4940","flatonic","T0000097","Fpupiso","WK"
"4941","flat","T0000097","Fpupiso","WK"
"4942","short","T0000097","Fpupiso","WK"
"4943","flat","T0000097","Fpupiso","WK"
"4944","flatonic","T0000097","Fpupiso","WK"
"4945","flat","T0000097","Fpupiso","WK"
"4946","complexonic","T0000097","Fpupiso","WK"
"4947","flat","T0000097","Fpupiso","WK"
"4948","flat","T0000097","Fpupiso","WK"
"4949","flatonic","T0000097","Fpupiso","WK"
"4950","flat","T0000097","Fpupiso","WK"
"4951","flat","T0000097","Fpupiso","WK"
"4952","flat","T0000097","Fpupiso","WK"
"4953","flat","T0000097","Fpupiso","WK"
"4954","flat","T0000097","Fpupiso","WK"
"4955","flat","T0000097","Fpupiso","WK"
"4956","short","T0000097","Fpupiso","WK"
"4957","flat","T0000097","Fpupiso","WK"
"4958","flatonic","T0000097","Fpupiso","WK"
"4959","flat","T0000097","Fpupiso","WK"
"4960","flatonic","T0000097","Fpupiso","WK"
"4961","flatonic","T0000097","Fpupiso","WK"
"4962","flatonic","T0000097","Fpupiso","WK"
"4963","flatonic","T0000097","Fpupiso","WK"
"4964","inverted-u","T0000097","Fpupiso","WK"
"4965","short","T0000097","Fpupiso","WK"
"4966","short","T0000097","Fpupiso","WK"
"4967","flat","T0000097","Fpupiso","WK"
"4968","flatonic","T0000097","Fpupiso","WK"
"4969","flat","T0000097","Fpupiso","WK"
"4970","flatonic","T0000097","Fpupiso","WK"
"4971","flatonic","T0000097","Fpupiso","WK"
"4972","short","T0000097","Fpupiso","WK"
"4973","flatonic","T0000097","Fpupiso","WK"
"4974","flatonic","T0000097","Fpupiso","WK"
"4975","flatonic","T0000097","Fpupiso","WK"
"4976","flat-mz","T0000097","Fpupiso","WK"
"4977","flatonic","T0000097","Fpupiso","WK"
"4978","flat","T0000097","Fpupiso","WK"
"4979","flat","T0000097","Fpupiso","WK"
"4980","flat","T0000097","Fpupiso","WK"
"4981","flatonic","T0000097","Fpupiso","WK"
"4982","flat","T0000097","Fpupiso","WK"
"4983","flat","T0000097","Fpupiso","WK"
"4984","flat","T0000097","Fpupiso","WK"
"4985","flatonic","T0000097","Fpupiso","WK"
"4986","flat","T0000097","Fpupiso","WK"
"4987","flatonic","T0000097","Fpupiso","WK"
"4988","flat","T0000097","Fpupiso","WK"
"4989","flat","T0000097","Fpupiso","WK"
"4990","flat","T0000097","Fpupiso","WK"
"4991","flat","T0000097","Fpupiso","WK"
"4992","flat","T0000097","Fpupiso","WK"
"4993","flat","T0000097","Fpupiso","WK"
"4994","flatonic","T0000097","Fpupiso","WK"
"4995","flatonic","T0000097","Fpupiso","WK"
"4996","flat","T0000097","Fpupiso","WK"
"4997","flatonic","T0000097","Fpupiso","WK"
"4998","flatonic","T0000097","Fpupiso","WK"
"4999","short","T0000097","Fpupiso","WK"
"5000","flatonic","T0000097","Fpupiso","WK"
"5001","downward ramp","T0000097","Fpupiso","WK"
"5002","short","T0000097","Fpupiso","WK"
"5003","short-c","T0000097","Fpupiso","WK"
"5004","short","T0000097","Fpupiso","WK"
"5005","short","T0000097","Fpupiso","WK"
"5006","flat","T0000097","Fpupiso","WK"
"5007","flat-mz","T0000097","Fpupiso","WK"
"5008","flat","T0000097","Fpupiso","WK"
"5009","flatonic","T0000097","Fpupiso","WK"
"5010","flat","T0000097","Fpupiso","WK"
"5011","flat","T0000097","Fpupiso","WK"
"5012","flat","T0000097","Fpupiso","WK"
"5013","downward ramponic","T0000097","Fpupiso","WK"
"5014","flat","T0000097","Fpupiso","WK"
"5015","flatonic","T0000097","Fpupiso","WK"
"5016","flatonic","T0000097","Fpupiso","WK"
"5017","flatonic","T0000097","Fpupiso","WK"
"5018","flat-z","T0000097","Fpupiso","WK"
"5019","flat","T0000097","Fpupiso","WK"
"5020","flat","T0000097","Fpupiso","WK"
"5021","flatonic","T0000097","Fpupiso","WK"
"5022","flat","T0000097","Fpupiso","WK"
"5023","flatonic","T0000097","Fpupiso","WK"
"5024","complexonic","T0000097","Fpupiso","WK"
"5025","flat","T0000097","Fpupiso","WK"
"5026","flat-z","T0000097","Fpupiso","WK"
"5027","flatonic","T0000097","Fpupiso","WK"
"5028","flat","T0000097","Fpupiso","WK"
"5029","short-dr","T0000097","Fpupiso","WK"
"5030","short","T0000097","Fpupiso","WK"
"5031","flat","T0000097","Fpupiso","WK"
"5032","flatonic","T0000097","Fpupiso","WK"
"5033","flat","T0000097","Fpupiso","WK"
"5034","flat","T0000097","Fpupiso","WK"
"5035","complexonic","T0000097","Fpupiso","WK"
"5036","flat","T0000097","Fpupiso","WK"
"5037","flat","T0000097","Fpupiso","WK"
"5038","flatonic","T0000097","Fpupiso","WK"
"5039","flatonic","T0000097","Fpupiso","WK"
"5040","flatonic","T0000097","Fpupiso","WK"
"5041","flat","T0000097","Fpupiso","WK"
"5042","flat","T0000097","Fpupiso","WK"
"5043","flat","T0000097","Fpupiso","WK"
"5044","short","T0000097","Fpupiso","WK"
"5045","flatonic","T0000097","Fpupiso","WK"
"5046","flat","T0000097","Fpupiso","WK"
"5047","flat-mz","T0000097","Fpupiso","WK"
"5048","short-ur","T0000097","Fpupiso","WK"
"5049","short","T0000097","Fpupiso","WK"
"5050","short","T0000097","Fpupiso","WK"
"5051","flat","T0000097","Fpupiso","WK"
"5052","flat-z","T0000097","Fpupiso","WK"
"5053","flat","T0000097","Fpupiso","WK"
"5054","complex","T0000097","Fpupiso","WK"
"5055","short","T0000097","Fpupiso","WK"
"5056","flat","T0000097","Fpupiso","WK"
"5057","inverted-u","T0000097","Fpupiso","WK"
"5058","short","T0000097","Fpupiso","WK"
"5059","flat-mz","T0000097","Fpupiso","WK"
"5060","flat","T0000097","Fpupiso","WK"
"5061","flat-mz","T0000097","Fpupiso","WK"
"5062","inverted-u","T0000097","Fpupiso","WK"
"5063","short","T0000097","Fpupiso","WK"
"5064","inverted-u","T0000097","Fpupiso","WK"
"5065","flat-mz","T0000097","Fpupiso","WK"
"5066","flat","T0000097","Fpupiso","WK"
"5067","flat","T0000097","Fpupiso","WK"
"5068","flat","T0000097","Fpupiso","WK"
"5069","inverted-u","T0000097","Fpupiso","WK"
"5070","short","T0000097","Fpupiso","WK"
"5071","flatonic","T0000097","Fpupiso","WK"
"5072","flat","T0000097","Fpupiso","WK"
"5073","flat","T0000097","Fpupiso","WK"
"5074","flat","T0000097","Fpupiso","WK"
"5075","flat","T0000097","Fpupiso","WK"
"5076","unclear","T0000097","Fpupiso","WK"
"5077","flat","T0000097","Fpupiso","WK"
"5078","flat-z","T0000097","Fpupiso","WK"
"5079","flat","T0000097","Fpupiso","WK"
"5080","flat","T0000097","Fpupiso","WK"
"5081","flat","T0000097","Fpupiso","WK"
"5082","flat","T0000097","Fpupiso","WK"
"5083","flat","T0000097","Fpupiso","WK"
"5084","flat","T0000097","Fpupiso","WK"
"5085","flat-mz","T0000097","Fpupiso","WK"
"5086","short","T0000097","Fpupiso","WK"
"5087","flat","T0000097","Fpupiso","WK"
"5088","flat","T0000097","Fpupiso","WK"
"5089","short-c","T0000097","Fpupiso","WK"
"5090","short","T0000097","Fpupiso","WK"
"5091","upward ramp","T0000097","Fpupiso","WK"
"5092","flatonic","T0000097","Fpupiso","WK"
"5093","flat","T0000097","Fpupiso","WK"
"5094","flat","T0000097","Fpupiso","WK"
"5095","flat","T0000097","Fpupiso","WK"
"5096","short","T0000097","Fpupiso","WK"
"5097","flat-z","T0000097","Fpupiso","WK"
"5098","flat-mz","T0000097","Fpupiso","WK"
"5099","flat","T0000097","Fpupiso","WK"
"5100","flat-mz","T0000097","Fpupiso","WK"
"5101","flat-mz","T0000097","Fpupiso","WK"
"5102","short-c","T0000097","Fpupiso","WK"
"5103","downward ramp","T0000097","Fpupiso","WK"
"5104","short","T0000097","Fpupiso","WK"
"5105","flat","T0000097","Fpupiso","WK"
"5106","flat","T0000097","Fpupiso","WK"
"5107","flat","T0000097","Fpupiso","WK"
"5108","short","T0000097","Fpupiso","WK"
"5109","flat","T0000097","Fpupiso","WK"
"5110","flat","T0000097","Fpupiso","WK"
"5111","flatonic","T0000097","Fpupiso","WK"
"5112","flat","T0000097","Fpupiso","WK"
"5113","flat","T0000097","Fpupiso","WK"
"5114","short-ur","T0000097","Fpupiso","WK"
"5115","short","T0000097","Fpupiso","WK"
"5116","flatonic","T0000097","Fpupiso","WK"
"5117","short","T0000097","Fpupiso","WK"
"5118","flatonic","T0000097","Fpupiso","WK"
"5119","flat","T0000097","Fpupiso","WK"
"5120","short-c","T0000097","Fpupiso","WK"
"5121","short","T0000097","Fpupiso","WK"
"5122","short","T0000097","Fpupiso","WK"
"5123","flatonic","T0000097","Fpupiso","WK"
"5124","flat","T0000097","Fpupiso","WK"
"5125","flatonic","T0000097","Fpupiso","WK"
"5126","flatonic","T0000097","Fpupiso","WK"
"5127","flat","T0000097","Fpupiso","WK"
"5128","flatonic","T0000097","Fpupiso","WK"
"5129","flatonic","T0000097","Fpupiso","WK"
"5130","flatonic","T0000097","Fpupiso","WK"
"5131","flatonic","T0000097","Fpupiso","WK"
"5132","flatonic","T0000097","Fpupiso","WK"
"5133","flatonic","T0000097","Fpupiso","WK"
"5134","flat","T0000097","Fpupiso","WK"
"5135","flat","T0000097","Fpupiso","WK"
"5136","flat","T0000097","Fpupiso","WK"
"5137","flat","T0000097","Fpupiso","WK"
"5138","flat","T0000097","Fpupiso","WK"
"5139","flat - frag","T0000097","Fpupiso","WK"
"5140","flatonic","T0000097","Fpupiso","WK"
"5141","flatonic","T0000097","Fpupiso","WK"
"5142","flatonic","T0000097","Fpupiso","WK"
"5143","flat","T0000097","Fpupiso","WK"
"5144","flatonic","T0000097","Fpupiso","WK"
"5145","flatonic","T0000097","Fpupiso","WK"
"5146","flat-z","T0000097","Fpupiso","WK"
"5147","flatonic","T0000097","Fpupiso","WK"
"5148","short","T0000097","Fpupiso","WK"
"5149","flat","T0000097","Fpupiso","WK"
"5150","flat","T0000097","Fpupiso","WK"
"5151","flatonic","T0000097","Fpupiso","WK"
"5152","flatonic","T0000097","Fpupiso","WK"
"5153","flat","T0000097","Fpupiso","WK"
"5154","flat","T0000097","Fpupiso","WK"
"5155","flatonic","T0000097","Fpupiso","WK"
"5156","flatonic","T0000097","Fpupiso","WK"
"5157","short","T0000097","Fpupiso","WK"
"5158","flatonic","T0000097","Fpupiso","WK"
"5159","flat","T0000097","Fpupiso","WK"
"5160","flatonic","T0000097","Fpupiso","WK"
"5161","flat","T0000097","Fpupiso","WK"
"5162","flat","T0000097","Fpupiso","WK"
"5163","flat","T0000097","Fpupiso","WK"
"5164","short","T0000097","Fpupiso","WK"
"5165","flat","T0000097","Fpupiso","WK"
"5166","flat","T0000097","Fpupiso","WK"
"5167","short","T0000097","Fpupiso","WK"
"5168","flat","T0000097","Fpupiso","WK"
"5169","flat","T0000097","Fpupiso","WK"
"5170","flatonic","T0000097","Fpupiso","WK"
"5171","complex","T0000097","Fpupiso","WK"
"5172","flat","T0000097","Fpupiso","WK"
"5173","flat","T0000097","Fpupiso","WK"
"5174","flat","T0000097","Fpupiso","WK"
"5175","short-c","T0000097","Fpupiso","WK"
"5176","flat-z","T0000097","Fpupiso","WK"
"5177","short","T0000097","Fpupiso","WK"
"5178","short","T0000097","Fpupiso","WK"
"5179","short","T0000097","Fpupiso","WK"
"5180","short","T0000097","Fpupiso","WK"
"5181","short-dr","T0000097","Fpupiso","WK"
"5182","short-c","T0000097","Fpupiso","WK"
"5183","short-c","T0000097","Fpupiso","WK"
"5184","short-ur","T0000097","Fpupiso","WK"
"5185","short","T0000097","Fpupiso","WK"
"5186","short","T0000097","Fpupiso","WK"
"5187","short-c","T0000097","Fpupiso","WK"
"5188","short-c","T0000097","Fpupiso","WK"
"5189","flat","T0000097","Fpupiso","WK"
"5190","short","T0000097","Fpupiso","WK"
"5191","short","T0000097","Fpupiso","WK"
"5192","short","T0000097","Fpupiso","WK"
"5193","short","T0000097","Fpupiso","WK"
"5194","short","T0000097","Fpupiso","WK"
"5195","short","T0000097","Fpupiso","WK"
"5196","flat","T0000097","Fpupiso","WK"
"5197","short","T0000097","Fpupiso","WK"
"5198","flat","T0000097","Fpupiso","WK"
"5199","flat-z","T0000097","Fpupiso","WK"
"5200","flat-z","T0000097","Fpupiso","WK"
"5201","short","T0000097","Fpupiso","WK"
"5202","flat","T0000097","Fpupiso","WK"
"5203","short","T0000097","Fpupiso","WK"
"5204","short","T0000097","Fpupiso","WK"
"5205","flatonic","T0000097","Fpupiso","WK"
"5206","flat","T0000097","Fpupiso","WK"
"5207","short","T0000097","Fpupiso","WK"
"5208","flat-mz","T0000097","Fpupiso","WK"
"5209","flat-mz","T0000097","Fpupiso","WK"
"5210","flat-z","T0000097","Fpupiso","WK"
"5211","flat-z","T0000097","Fpupiso","WK"
"5212","flat","T0000097","Fpupiso","WK"
"5213","flat-z","T0000097","Fpupiso","WK"
"5214","flat","T0000097","Fpupiso","WK"
"5215","short","T0000097","Fpupiso","WK"
"5216","short","T0000097","Fpupiso","WK"
"5217","flat","T0000097","Fpupiso","WK"
"5218","flatonic","T0000097","Fpupiso","WK"
"5219","flat","T0000097","Fpupiso","WK"
"5220","flat","T0000097","Fpupiso","WK"
"5221","flatonic","T0000097","Fpupiso","WK"
"5222","flat","T0000097","Fpupiso","WK"
"5223","flat","T0000097","Fpupiso","WK"
"5224","flat","T0000097","Fpupiso","WK"
"5225","flat","T0000097","Fpupiso","WK"
"5226","short","T0000097","Fpupiso","WK"
"5227","flat","T0000097","Fpupiso","WK"
"5228","short","T0000097","Fpupiso","WK"
"5229","flat","T0000097","Fpupiso","WK"
"5230","flat","T0000097","Fpupiso","WK"
"5231","flat","T0000097","Fpupiso","WK"
"5232","flat","T0000097","Fpupiso","WK"
"5233","flat","T0000097","Fpupiso","WK"
"5234","short","T0000097","Fpupiso","WK"
"5235","short-c","T0000097","Fpupiso","WK"
"5236","flat-mz","T0000097","Fpupiso","WK"
"5237","flat-z","T0000097","Fpupiso","WK"
"5238","short","T0000097","Fpupiso","WK"
"5239","flat","T0000097","Fpupiso","WK"
"5240","short","T0000097","Fpupiso","WK"
"5241","short-c","T0000097","Fpupiso","WK"
"5242","short-ur","T0000097","Fpupiso","WK"
"5243","short-c","T0000097","Fpupiso","WK"
"5244","short","T0000097","Fpupiso","WK"
"5245","short","T0000097","Fpupiso","WK"
"5246","flatonic","T0000097","Fpupiso","WK"
"5247","flat","T0000097","Fpupiso","WK"
"5248","short","T0000097","Fpupiso","WK"
"5249","flat","T0000097","Fpupiso","WK"
"5250","short","T0000097","Fpupiso","WK"
"5251","flat","T0000097","Fpupiso","WK"
"5252","flat","T0000097","Fpupiso","WK"
"5253","flat-z","T0000097","Fpupiso","WK"
"5254","flat-mz","T0000097","Fpupiso","WK"
"5255","flat-z","T0000097","Fpupiso","WK"
"5256","flat-mz","T0000097","Fpupiso","WK"
"5257","flat","T0000097","Fpupiso","WK"
"5258","flat","T0000097","Fpupiso","WK"
"5259","short","T0000097","Fpupiso","WK"
"5260","short","T0000097","Fpupiso","WK"
"5261","flat","T0000097","Fpupiso","WK"
"5262","flat-z","T0000097","Fpupiso","WK"
"5263","flat","T0000097","Fpupiso","WK"
"5264","short","T0000097","Fpupiso","WK"
"5265","short-c","T0000097","Fpupiso","WK"
"5266","short","T0000097","Fpupiso","WK"
"5267","short","T0000097","Fpupiso","WK"
"5268","short","T0000097","Fpupiso","WK"
"5269","short","T0000097","Fpupiso","WK"
"5270","short","T0000097","Fpupiso","WK"
"5271","flat","T0000097","Fpupiso","WK"
"5272","flat","T0000097","Fpupiso","WK"
"5273","flat","T0000097","Fpupiso","WK"
"5274","flat","T0000097","Fpupiso","WK"
"5275","flat","T0000097","Fpupiso","WK"
"5276","flat","T0000097","Fpupiso","WK"
"5277","flat","T0000097","Fpupiso","WK"
"5278","short","T0000097","Fpupiso","WK"
"5279","flat","T0000097","Fpupiso","WK"
"5280","flatonic","T0000098","Mpupiso","WK"
"5281","flatonic","T0000098","Mpupiso","WK"
"5282","flatonic","T0000098","Mpupiso","WK"
"5283","flatonic","T0000098","Mpupiso","WK"
"5284","flatonic","T0000098","Mpupiso","WK"
"5285","flatonic","T0000098","Mpupiso","WK"
"5286","flatonic","T0000098","Mpupiso","WK"
"5287","flatonic","T0000098","Mpupiso","WK"
"5288","flat-mz","T0000098","Mpupiso","WK"
"5289","flat-z","T0000098","Mpupiso","WK"
"5290","flatonic","T0000098","Mpupiso","WK"
"5291","flatonic","T0000098","Mpupiso","WK"
"5292","flatonic","T0000098","Mpupiso","WK"
"5293","short","T0000098","Mpupiso","WK"
"5294","flatonic","T0000098","Mpupiso","WK"
"5295","flatonic","T0000098","Mpupiso","WK"
"5296","flatonicx","T0000098","Mpupiso","WK"
"5297","flatonic","T0000098","Mpupiso","WK"
"5298","flatonic","T0000098","Mpupiso","WK"
"5299","flatonic","T0000098","Mpupiso","WK"
"5300","flatonic","T0000098","Mpupiso","WK"
"5301","flat-mz","T0000098","Mpupiso","WK"
"5302","flatonic","T0000098","Mpupiso","WK"
"5303","flat-mz","T0000098","Mpupiso","WK"
"5304","flatonicx","T0000098","Mpupiso","WK"
"5305","flat-z","T0000098","Mpupiso","WK"
"5306","flatonic","T0000098","Mpupiso","WK"
"5307","flat-z","T0000098","Mpupiso","WK"
"5308","flat-z","T0000098","Mpupiso","WK"
"5309","flat-z","T0000098","Mpupiso","WK"
"5310","flat-z","T0000098","Mpupiso","WK"
"5311","flat-z","T0000098","Mpupiso","WK"
"5312","flatonic","T0000098","Mpupiso","WK"
"5313","flat-z","T0000098","Mpupiso","WK"
"5314","flat-mz","T0000098","Mpupiso","WK"
"5315","flat-z","T0000098","Mpupiso","WK"
"5316","flatonic","T0000098","Mpupiso","WK"
"5317","flatonic","T0000098","Mpupiso","WK"
"5318","flatonic","T0000098","Mpupiso","WK"
"5319","flatonic","T0000098","Mpupiso","WK"
"5320","flatonic","T0000098","Mpupiso","WK"
"5321","flatonic","T0000098","Mpupiso","WK"
"5322","flat-mz","T0000098","Mpupiso","WK"
"5323","flatonic","T0000098","Mpupiso","WK"
"5324","flatonic","T0000098","Mpupiso","WK"
"5325","complexonic","T0000098","Mpupiso","WK"
"5326","flat-mz","T0000098","Mpupiso","WK"
"5327","flat-mz","T0000098","Mpupiso","WK"
"5328","flat-z","T0000098","Mpupiso","WK"
"5329","flat-z","T0000098","Mpupiso","WK"
"5330","flatonic","T0000098","Mpupiso","WK"
"5331","flatonic","T0000098","Mpupiso","WK"
"5332","flatonic","T0000098","Mpupiso","WK"
"5333","flat-mz","T0000098","Mpupiso","WK"
"5334","flat-z","T0000098","Mpupiso","WK"
"5335","flat-mz","T0000098","Mpupiso","WK"
"5336","flat-z","T0000098","Mpupiso","WK"
"5337","flat-z","T0000098","Mpupiso","WK"
"5338","flat-z","T0000098","Mpupiso","WK"
"5339","flat-z","T0000098","Mpupiso","WK"
"5340","flat","T0000098","Mpupiso","WK"
"5341","flat-z","T0000098","Mpupiso","WK"
"5342","flatonic","T0000098","Mpupiso","WK"
"5343","flat-z","T0000098","Mpupiso","WK"
"5344","flat-z","T0000098","Mpupiso","WK"
"5345","flat-z","T0000098","Mpupiso","WK"
"5346","flat-z","T0000098","Mpupiso","WK"
"5347","flat-z","T0000098","Mpupiso","WK"
"5348","flat-z","T0000098","Mpupiso","WK"
"5349","flat-z","T0000098","Mpupiso","WK"
"5350","flat-mz","T0000098","Mpupiso","WK"
"5351","flatonicx","T0000098","Mpupiso","WK"
"5352","flat-z","T0000098","Mpupiso","WK"
"5353","flatonic","T0000098","Mpupiso","WK"
"5354","flat-z","T0000098","Mpupiso","WK"
"5355","flatonic","T0000098","Mpupiso","WK"
"5356","flat-z","T0000098","Mpupiso","WK"
"5357","flat-z","T0000098","Mpupiso","WK"
"5358","flat-z","T0000098","Mpupiso","WK"
"5359","flat-mz","T0000098","Mpupiso","WK"
"5360","flatonic","T0000098","Mpupiso","WK"
"5361","flat-z","T0000098","Mpupiso","WK"
"5362","flat-z","T0000098","Mpupiso","WK"
"5363","flat-z","T0000098","Mpupiso","WK"
"5364","flat-z","T0000098","Mpupiso","WK"
"5365","short","T0000098","Mpupiso","WK"
"5366","flat-mz","T0000098","Mpupiso","WK"
"5367","flat-z","T0000098","Mpupiso","WK"
"5368","flat-z","T0000098","Mpupiso","WK"
"5369","flat-z","T0000098","Mpupiso","WK"
"5370","inverted-u","T0000098","Mpupiso","WK"
"5371","flat-z","T0000098","Mpupiso","WK"
"5372","flat-z","T0000098","Mpupiso","WK"
"5373","flat","T0000098","Mpupiso","WK"
"5374","flat-z","T0000098","Mpupiso","WK"
"5375","flat-z","T0000098","Mpupiso","WK"
"5376","flat-z","T0000098","Mpupiso","WK"
"5377","flat-z","T0000098","Mpupiso","WK"
"5378","flat","T0000098","Mpupiso","WK"
