"","label","file.name","recording","strain"
"21315","flat","T0000256","Mpupiso","SD"
"21316","flat","T0000256","Mpupiso","SD"
"21317","flat","T0000256","Mpupiso","SD"
"21318","flat","T0000256","Mpupiso","SD"
"21319","flat","T0000256","Mpupiso","SD"
"21320","flat","T0000256","Mpupiso","SD"
"21321","flat","T0000256","Mpupiso","SD"
"21322","flat","T0000256","Mpupiso","SD"
"21323","flat","T0000256","Mpupiso","SD"
"21324","flat","T0000256","Mpupiso","SD"
"21325","flat","T0000256","Mpupiso","SD"
"21326","flat","T0000256","Mpupiso","SD"
"21327","flat-mz","T0000256","Mpupiso","SD"
"21328","flat-mz","T0000256","Mpupiso","SD"
"21329","flat","T0000256","Mpupiso","SD"
"21330","flat","T0000256","Mpupiso","SD"
"21331","flat","T0000256","Mpupiso","SD"
"21332","flat-mz","T0000256","Mpupiso","SD"
"21333","flat-mz","T0000256","Mpupiso","SD"
"21334","flat-mz","T0000256","Mpupiso","SD"
"21335","flat-z","T0000256","Mpupiso","SD"
"21336","flat","T0000256","Mpupiso","SD"
"21337","flat","T0000256","Mpupiso","SD"
"21338","flat","T0000256","Mpupiso","SD"
"21339","flat","T0000256","Mpupiso","SD"
"21340","flat","T0000256","Mpupiso","SD"
"21341","flat","T0000256","Mpupiso","SD"
"21342","flat","T0000256","Mpupiso","SD"
"21343","flat","T0000256","Mpupiso","SD"
"21344","flat","T0000256","Mpupiso","SD"
"21345","flat","T0000256","Mpupiso","SD"
"21346","flat","T0000256","Mpupiso","SD"
"21347","flat","T0000256","Mpupiso","SD"
"21348","flat","T0000256","Mpupiso","SD"
"21349","flat","T0000256","Mpupiso","SD"
"21350","flat","T0000256","Mpupiso","SD"
"21351","flat","T0000256","Mpupiso","SD"
"21352","flat","T0000256","Mpupiso","SD"
"21353","flat","T0000256","Mpupiso","SD"
"21354","flat","T0000256","Mpupiso","SD"
"21355","flat","T0000256","Mpupiso","SD"
"21356","flat","T0000256","Mpupiso","SD"
"21357","flat","T0000256","Mpupiso","SD"
"21358","flat","T0000256","Mpupiso","SD"
"21359","flat","T0000256","Mpupiso","SD"
"21360","flat","T0000256","Mpupiso","SD"
"21361","flat","T0000256","Mpupiso","SD"
"21362","flat","T0000256","Mpupiso","SD"
"21363","flat","T0000256","Mpupiso","SD"
"21364","flat","T0000256","Mpupiso","SD"
"21365","flat","T0000256","Mpupiso","SD"
"21366","flat","T0000256","Mpupiso","SD"
"21367","flat","T0000256","Mpupiso","SD"
"21368","flat","T0000256","Mpupiso","SD"
"21369","short","T0000256","Mpupiso","SD"
"21370","flat-z","T0000256","Mpupiso","SD"
"21371","flat","T0000256","Mpupiso","SD"
"21372","flat","T0000256","Mpupiso","SD"
"21373","flat","T0000256","Mpupiso","SD"
"21374","flat","T0000256","Mpupiso","SD"
"21375","short","T0000256","Mpupiso","SD"
"21376","flat","T0000256","Mpupiso","SD"
"21377","flat","T0000256","Mpupiso","SD"
"21378","flat","T0000256","Mpupiso","SD"
"21379","flat-z","T0000256","Mpupiso","SD"
"21380","flat","T0000256","Mpupiso","SD"
"21381","flat","T0000256","Mpupiso","SD"
"21382","flat","T0000256","Mpupiso","SD"
"21383","flat-z","T0000256","Mpupiso","SD"
"21384","flat","T0000256","Mpupiso","SD"
"21385","flat","T0000256","Mpupiso","SD"
"21386","flat","T0000256","Mpupiso","SD"
"21387","flat","T0000256","Mpupiso","SD"
"21388","flat","T0000256","Mpupiso","SD"
"21389","flat-z","T0000256","Mpupiso","SD"
"21390","flat","T0000256","Mpupiso","SD"
"21391","flat","T0000256","Mpupiso","SD"
"21392","flat","T0000256","Mpupiso","SD"
"21393","flat","T0000256","Mpupiso","SD"
"21394","flat-mz","T0000256","Mpupiso","SD"
"21395","flat","T0000256","Mpupiso","SD"
"21396","flat","T0000256","Mpupiso","SD"
"21397","flat","T0000256","Mpupiso","SD"
"21398","flat","T0000256","Mpupiso","SD"
"21399","flat","T0000256","Mpupiso","SD"
"21400","flat","T0000256","Mpupiso","SD"
"21401","flat","T0000256","Mpupiso","SD"
"21402","flat","T0000256","Mpupiso","SD"
"21403","flat","T0000256","Mpupiso","SD"
"21404","flat","T0000256","Mpupiso","SD"
"21405","flat","T0000256","Mpupiso","SD"
"21406","flat","T0000256","Mpupiso","SD"
"21407","flat","T0000256","Mpupiso","SD"
"21408","flat","T0000256","Mpupiso","SD"
"21409","flat","T0000256","Mpupiso","SD"
"21410","flat-z","T0000256","Mpupiso","SD"
"21411","flat","T0000256","Mpupiso","SD"
"21412","flat-z","T0000256","Mpupiso","SD"
"21413","flat-z","T0000256","Mpupiso","SD"
"21414","flat","T0000256","Mpupiso","SD"
"21415","flat","T0000256","Mpupiso","SD"
"21416","flat","T0000256","Mpupiso","SD"
"21417","flat","T0000256","Mpupiso","SD"
"21418","flat","T0000256","Mpupiso","SD"
"21419","flat","T0000256","Mpupiso","SD"
"21420","flat","T0000256","Mpupiso","SD"
"21421","flat","T0000256","Mpupiso","SD"
"21422","flat","T0000256","Mpupiso","SD"
"21423","flat","T0000256","Mpupiso","SD"
"21424","flat","T0000256","Mpupiso","SD"
"21425","flat","T0000256","Mpupiso","SD"
"21426","flat","T0000256","Mpupiso","SD"
"21427","flat","T0000256","Mpupiso","SD"
"21428","flat","T0000256","Mpupiso","SD"
"21429","flat","T0000256","Mpupiso","SD"
"21430","flat","T0000256","Mpupiso","SD"
"21431","flat","T0000256","Mpupiso","SD"
"21432","flat","T0000256","Mpupiso","SD"
"21433","flat","T0000256","Mpupiso","SD"
"21434","flat","T0000256","Mpupiso","SD"
"21435","flat","T0000256","Mpupiso","SD"
"21436","flat","T0000256","Mpupiso","SD"
"21437","flat","T0000256","Mpupiso","SD"
"21438","flat","T0000256","Mpupiso","SD"
"21439","flat","T0000256","Mpupiso","SD"
"21440","flat","T0000256","Mpupiso","SD"
"21441","flat","T0000256","Mpupiso","SD"
"21442","flat","T0000256","Mpupiso","SD"
"21443","flat","T0000256","Mpupiso","SD"
"21444","flat","T0000256","Mpupiso","SD"
"21445","flat","T0000256","Mpupiso","SD"
"21446","flat","T0000256","Mpupiso","SD"
"21447","flat","T0000256","Mpupiso","SD"
"21448","flat","T0000256","Mpupiso","SD"
"21449","flat","T0000256","Mpupiso","SD"
"21450","flat","T0000256","Mpupiso","SD"
"21451","flat","T0000256","Mpupiso","SD"
"21452","flat","T0000256","Mpupiso","SD"
"21453","flat","T0000256","Mpupiso","SD"
"21454","flat","T0000256","Mpupiso","SD"
"21455","flat","T0000256","Mpupiso","SD"
"21456","flat","T0000256","Mpupiso","SD"
"21457","flat","T0000256","Mpupiso","SD"
"21458","flat","T0000256","Mpupiso","SD"
"21459","flat","T0000256","Mpupiso","SD"
"21460","flat","T0000256","Mpupiso","SD"
"21461","flat","T0000256","Mpupiso","SD"
"21462","flat","T0000256","Mpupiso","SD"
"21463","flat","T0000256","Mpupiso","SD"
"21464","flat","T0000256","Mpupiso","SD"
"21465","flat","T0000256","Mpupiso","SD"
"21466","flat","T0000256","Mpupiso","SD"
"21467","flat","T0000256","Mpupiso","SD"
"21468","flat","T0000256","Mpupiso","SD"
"21469","flat","T0000256","Mpupiso","SD"
"21470","flat","T0000256","Mpupiso","SD"
"21471","flat","T0000256","Mpupiso","SD"
"21472","flat","T0000256","Mpupiso","SD"
"21473","flat","T0000256","Mpupiso","SD"
"21474","flat","T0000256","Mpupiso","SD"
"21475","flat","T0000256","Mpupiso","SD"
"21476","flat","T0000256","Mpupiso","SD"
"21477","flat","T0000256","Mpupiso","SD"
"21478","flat","T0000256","Mpupiso","SD"
"21479","flat","T0000256","Mpupiso","SD"
"21480","flat","T0000256","Mpupiso","SD"
"21481","flat","T0000256","Mpupiso","SD"
"21482","flat","T0000256","Mpupiso","SD"
"21483","flat","T0000256","Mpupiso","SD"
"21484","flat","T0000256","Mpupiso","SD"
"21485","flat","T0000256","Mpupiso","SD"
"21486","flat","T0000256","Mpupiso","SD"
"21487","flat","T0000256","Mpupiso","SD"
"21488","flat","T0000256","Mpupiso","SD"
"21489","flat","T0000256","Mpupiso","SD"
"21490","flat","T0000256","Mpupiso","SD"
"21491","flat","T0000256","Mpupiso","SD"
"21492","flat","T0000256","Mpupiso","SD"
"21493","flat","T0000256","Mpupiso","SD"
"21494","flat","T0000256","Mpupiso","SD"
"21495","flat","T0000256","Mpupiso","SD"
"21496","flat","T0000256","Mpupiso","SD"
"21497","short","T0000256","Mpupiso","SD"
"21498","flat","T0000256","Mpupiso","SD"
"21499","flat-mz","T0000256","Mpupiso","SD"
"21500","flat","T0000256","Mpupiso","SD"
"21501","flat-mz","T0000256","Mpupiso","SD"
"21502","flat-mz","T0000256","Mpupiso","SD"
"21503","flat-mz","T0000256","Mpupiso","SD"
"21504","flat","T0000256","Mpupiso","SD"
"21505","flat-mz","T0000256","Mpupiso","SD"
"21506","flat","T0000256","Mpupiso","SD"
"21507","inverted-u","T0000256","Mpupiso","SD"
"21508","flat","T0000256","Mpupiso","SD"
"21509","flat","T0000256","Mpupiso","SD"
"21510","flat","T0000256","Mpupiso","SD"
"21511","flat-z","T0000256","Mpupiso","SD"
"21512","flat-mz","T0000256","Mpupiso","SD"
"21513","flat","T0000256","Mpupiso","SD"
"21514","flat","T0000256","Mpupiso","SD"
"21515","flat-z","T0000256","Mpupiso","SD"
"21516","flat-z","T0000256","Mpupiso","SD"
"21517","flat","T0000256","Mpupiso","SD"
"21518","flat","T0000256","Mpupiso","SD"
"21519","flat","T0000256","Mpupiso","SD"
"21520","flat","T0000256","Mpupiso","SD"
"21521","complex","T0000256","Mpupiso","SD"
"21522","flat-z","T0000256","Mpupiso","SD"
"21523","flat","T0000256","Mpupiso","SD"
"21524","flat-z","T0000256","Mpupiso","SD"
"21525","flat","T0000256","Mpupiso","SD"
"21526","flat","T0000256","Mpupiso","SD"
"21527","flat","T0000256","Mpupiso","SD"
"21528","flat","T0000256","Mpupiso","SD"
"21529","flat","T0000256","Mpupiso","SD"
"21530","flat","T0000256","Mpupiso","SD"
"21531","short","T0000256","Mpupiso","SD"
"21532","flat-z","T0000256","Mpupiso","SD"
"21533","flat","T0000256","Mpupiso","SD"
"21534","flat-z","T0000256","Mpupiso","SD"
"21535","flat-mz","T0000256","Mpupiso","SD"
"21536","flat","T0000256","Mpupiso","SD"
"21537","flat","T0000256","Mpupiso","SD"
"21538","flat","T0000256","Mpupiso","SD"
"21539","flat","T0000256","Mpupiso","SD"
"21540","flat-z","T0000256","Mpupiso","SD"
"21541","flat-mz","T0000256","Mpupiso","SD"
"21542","flat-mz","T0000256","Mpupiso","SD"
"21543","flat-mz","T0000256","Mpupiso","SD"
"21544","flat-z","T0000256","Mpupiso","SD"
"21545","flat","T0000256","Mpupiso","SD"
"21546","flat","T0000256","Mpupiso","SD"
"21547","flat","T0000256","Mpupiso","SD"
"21548","flat","T0000256","Mpupiso","SD"
"21549","flat","T0000256","Mpupiso","SD"
"21550","flat","T0000256","Mpupiso","SD"
"21551","flat","T0000256","Mpupiso","SD"
"21552","flat","T0000256","Mpupiso","SD"
"21553","flat","T0000256","Mpupiso","SD"
"21554","flat-mz","T0000256","Mpupiso","SD"
"21555","flat","T0000256","Mpupiso","SD"
"21556","flat","T0000256","Mpupiso","SD"
"21557","flat-mz","T0000256","Mpupiso","SD"
"21558","flat-z","T0000256","Mpupiso","SD"
"21559","flat-mz","T0000256","Mpupiso","SD"
"21560","short-dr","T0000256","Mpupiso","SD"
"21561","flat-mz","T0000256","Mpupiso","SD"
"21562","flat-mz","T0000256","Mpupiso","SD"
"21563","flat","T0000256","Mpupiso","SD"
"21564","flat-mz","T0000256","Mpupiso","SD"
"21565","flat-z","T0000256","Mpupiso","SD"
"21566","flat-mz","T0000256","Mpupiso","SD"
"21567","flat","T0000256","Mpupiso","SD"
"21568","flat-mz","T0000256","Mpupiso","SD"
"21569","flat-mz","T0000256","Mpupiso","SD"
"21570","inverted-u","T0000256","Mpupiso","SD"
"21571","inverted-u","T0000256","Mpupiso","SD"
"21572","complex","T0000256","Mpupiso","SD"
"21573","flat-z","T0000256","Mpupiso","SD"
"21574","flat-mz","T0000256","Mpupiso","SD"
"21575","flat","T0000256","Mpupiso","SD"
"21576","flat-mz","T0000256","Mpupiso","SD"
"21577","flat","T0000256","Mpupiso","SD"
"21578","short","T0000256","Mpupiso","SD"
"21579","flat-mz","T0000256","Mpupiso","SD"
"21580","flat","T0000256","Mpupiso","SD"
"21581","short","T0000256","Mpupiso","SD"
"21582","flat-z","T0000256","Mpupiso","SD"
"21583","flat-z","T0000256","Mpupiso","SD"
"21584","short","T0000256","Mpupiso","SD"
"21585","flat","T0000256","Mpupiso","SD"
"21586","flat","T0000256","Mpupiso","SD"
"21587","flat-z","T0000256","Mpupiso","SD"
"21588","flat","T0000256","Mpupiso","SD"
"21589","short","T0000256","Mpupiso","SD"
"21590","flat","T0000256","Mpupiso","SD"
"21591","flat-z","T0000256","Mpupiso","SD"
"21592","short","T0000256","Mpupiso","SD"
"21593","flat","T0000256","Mpupiso","SD"
"21594","flat-mz","T0000256","Mpupiso","SD"
"21595","flat","T0000256","Mpupiso","SD"
"21596","flat","T0000256","Mpupiso","SD"
"21597","flat","T0000256","Mpupiso","SD"
"21598","flat","T0000256","Mpupiso","SD"
"21599","flat","T0000256","Mpupiso","SD"
"21600","flat","T0000256","Mpupiso","SD"
"21601","flat","T0000256","Mpupiso","SD"
"21602","flat","T0000256","Mpupiso","SD"
"21603","flat","T0000256","Mpupiso","SD"
"21604","flat-z","T0000256","Mpupiso","SD"
"21605","flat","T0000256","Mpupiso","SD"
"21606","flat-mz","T0000256","Mpupiso","SD"
"21607","flat","T0000256","Mpupiso","SD"
"21608","flat","T0000256","Mpupiso","SD"
"21609","flat","T0000256","Mpupiso","SD"
"21610","short","T0000256","Mpupiso","SD"
"21611","flat","T0000256","Mpupiso","SD"
"21612","short","T0000256","Mpupiso","SD"
"21613","flat","T0000256","Mpupiso","SD"
"21614","flat-z","T0000256","Mpupiso","SD"
"21615","flat","T0000256","Mpupiso","SD"
"21616","flat-z","T0000256","Mpupiso","SD"
"21617","short","T0000256","Mpupiso","SD"
"21618","flat-z","T0000256","Mpupiso","SD"
"21619","flat","T0000256","Mpupiso","SD"
"21620","flat","T0000256","Mpupiso","SD"
"21621","flat","T0000256","Mpupiso","SD"
"21622","flat-mz","T0000256","Mpupiso","SD"
"21623","flat-mz","T0000256","Mpupiso","SD"
"21624","flat","T0000256","Mpupiso","SD"
"21625","flat","T0000256","Mpupiso","SD"
"21626","flat-z","T0000256","Mpupiso","SD"
"21627","flat","T0000256","Mpupiso","SD"
"21628","short","T0000256","Mpupiso","SD"
"21629","flat","T0000256","Mpupiso","SD"
"21630","flat-z","T0000256","Mpupiso","SD"
"21631","flat-z","T0000256","Mpupiso","SD"
"21632","flat-z","T0000256","Mpupiso","SD"
"21633","flat","T0000256","Mpupiso","SD"
"21634","flat","T0000256","Mpupiso","SD"
"21635","flat","T0000256","Mpupiso","SD"
"21636","flat","T0000256","Mpupiso","SD"
"21637","flat-z","T0000256","Mpupiso","SD"
"21638","flat","T0000256","Mpupiso","SD"
"21639","flat-mz","T0000256","Mpupiso","SD"
"21640","flat-z","T0000256","Mpupiso","SD"
"21641","flat-mz","T0000256","Mpupiso","SD"
"21642","flat-mz","T0000256","Mpupiso","SD"
"21643","flat-mz","T0000256","Mpupiso","SD"
"21644","flat","T0000256","Mpupiso","SD"
"21645","flat-z","T0000256","Mpupiso","SD"
"21646","short-dr","T0000256","Mpupiso","SD"
"21647","flat-z","T0000256","Mpupiso","SD"
"21648","flat-z","T0000256","Mpupiso","SD"
"21649","flat-mz","T0000256","Mpupiso","SD"
"21650","flat-z","T0000256","Mpupiso","SD"
"21651","flat-mz","T0000256","Mpupiso","SD"
"21652","complex","T0000256","Mpupiso","SD"
"21653","flat-mz","T0000256","Mpupiso","SD"
"21654","flat-z","T0000256","Mpupiso","SD"
"21655","flat-mz","T0000256","Mpupiso","SD"
"21656","flat-mz","T0000256","Mpupiso","SD"
"21657","flat-mz","T0000256","Mpupiso","SD"
"21658","flat","T0000256","Mpupiso","SD"
"21659","flat-mz","T0000256","Mpupiso","SD"
"21660","flat-mz","T0000256","Mpupiso","SD"
"21661","flat-z","T0000256","Mpupiso","SD"
"21662","flat-mz","T0000256","Mpupiso","SD"
"21663","flat","T0000256","Mpupiso","SD"
"21664","flat","T0000256","Mpupiso","SD"
"21665","flat-z","T0000256","Mpupiso","SD"
"21666","flat-z","T0000256","Mpupiso","SD"
"21667","flat-z","T0000256","Mpupiso","SD"
"21668","flat-z","T0000256","Mpupiso","SD"
"21669","flat","T0000256","Mpupiso","SD"
"21670","flat-z","T0000256","Mpupiso","SD"
"21671","inverted-u","T0000256","Mpupiso","SD"
"21672","flat","T0000256","Mpupiso","SD"
"21673","flat","T0000256","Mpupiso","SD"
"21674","flat","T0000256","Mpupiso","SD"
"21675","flat","T0000256","Mpupiso","SD"
"21676","flat-z","T0000256","Mpupiso","SD"
"21677","flat","T0000256","Mpupiso","SD"
"21678","flat","T0000256","Mpupiso","SD"
"21679","flat","T0000256","Mpupiso","SD"
"21680","flat","T0000256","Mpupiso","SD"
"21681","flat","T0000256","Mpupiso","SD"
"21682","flat","T0000256","Mpupiso","SD"
"21683","flat","T0000256","Mpupiso","SD"
"21684","flat","T0000256","Mpupiso","SD"
"21685","flat","T0000256","Mpupiso","SD"
"21686","flat","T0000256","Mpupiso","SD"
"21687","flat","T0000256","Mpupiso","SD"
"21688","flat","T0000256","Mpupiso","SD"
"21689","flat","T0000256","Mpupiso","SD"
"21690","flat","T0000256","Mpupiso","SD"
"21691","flat","T0000256","Mpupiso","SD"
"21692","flat-mz","T0000256","Mpupiso","SD"
"21693","flat-mz","T0000256","Mpupiso","SD"
"21694","flat-mz","T0000256","Mpupiso","SD"
"21695","flat-mz","T0000256","Mpupiso","SD"
"21696","flat","T0000256","Mpupiso","SD"
"21697","flat","T0000256","Mpupiso","SD"
"21698","short","T0000256","Mpupiso","SD"
"21699","flat","T0000256","Mpupiso","SD"
"21700","short","T0000256","Mpupiso","SD"
"21701","flat-z","T0000256","Mpupiso","SD"
"21702","flat","T0000256","Mpupiso","SD"
"21703","flat","T0000256","Mpupiso","SD"
"21704","flat","T0000256","Mpupiso","SD"
"21705","flat","T0000256","Mpupiso","SD"
"21706","flat-z","T0000256","Mpupiso","SD"
"21707","flat-mz","T0000256","Mpupiso","SD"
"21708","flat","T0000256","Mpupiso","SD"
"21709","flat","T0000256","Mpupiso","SD"
"21710","flat","T0000256","Mpupiso","SD"
"21711","flat","T0000256","Mpupiso","SD"
"21712","flat","T0000256","Mpupiso","SD"
"21713","flat","T0000256","Mpupiso","SD"
"21714","flat-mz","T0000256","Mpupiso","SD"
"21715","flat-z","T0000256","Mpupiso","SD"
"21716","flat","T0000256","Mpupiso","SD"
"21717","flat-mz","T0000256","Mpupiso","SD"
"21718","flat","T0000256","Mpupiso","SD"
"21719","short","T0000256","Mpupiso","SD"
"21720","flat-mz","T0000256","Mpupiso","SD"
"21721","flat-mz","T0000256","Mpupiso","SD"
"21722","flat-mz","T0000256","Mpupiso","SD"
"21723","flat","T0000256","Mpupiso","SD"
"21724","flat","T0000256","Mpupiso","SD"
"21725","flat","T0000256","Mpupiso","SD"
"21726","flat-z","T0000256","Mpupiso","SD"
"21727","flat-mz","T0000256","Mpupiso","SD"
"21728","flat","T0000256","Mpupiso","SD"
"21729","flat","T0000256","Mpupiso","SD"
"21730","flat","T0000256","Mpupiso","SD"
"21731","flat-mz","T0000256","Mpupiso","SD"
"21732","flat-z","T0000256","Mpupiso","SD"
"21733","flat-mz","T0000256","Mpupiso","SD"
"21734","flat-z","T0000256","Mpupiso","SD"
"21735","flat-mz","T0000256","Mpupiso","SD"
"21736","zhodf","T0000256","Mpupiso","SD"
"21737","flat-mz","T0000256","Mpupiso","SD"
"21738","short-dr","T0000256","Mpupiso","SD"
"21739","flat-mz","T0000256","Mpupiso","SD"
"21740","flat-mz","T0000256","Mpupiso","SD"
"21741","flat-mz","T0000256","Mpupiso","SD"
"21742","short-dr","T0000256","Mpupiso","SD"
"21743","flat-mz","T0000256","Mpupiso","SD"
"21744","flat-mz","T0000256","Mpupiso","SD"
"21745","flat","T0000256","Mpupiso","SD"
"21746","flat-mz","T0000256","Mpupiso","SD"
"21747","flat-mz","T0000256","Mpupiso","SD"
"21748","flat","T0000256","Mpupiso","SD"
"21749","short-dr","T0000256","Mpupiso","SD"
"21750","flat","T0000256","Mpupiso","SD"
"21751","flat","T0000256","Mpupiso","SD"
"21752","flat-z","T0000256","Mpupiso","SD"
"21753","flat-mz","T0000256","Mpupiso","SD"
"21754","flat-mz","T0000256","Mpupiso","SD"
"21755","flat","T0000256","Mpupiso","SD"
"21756","flat0z","T0000256","Mpupiso","SD"
"21757","flat","T0000256","Mpupiso","SD"
"21758","flat","T0000256","Mpupiso","SD"
"21759","flat-z","T0000256","Mpupiso","SD"
"21760","flat-z","T0000256","Mpupiso","SD"
"21761","flat-mz","T0000256","Mpupiso","SD"
"21762","flat","T0000260","MA","SD"
"21763","inverted-u","T0000260","MA","SD"
"21764","flat","T0000260","MA","SD"
"21765","flat","T0000260","MA","SD"
"21766","short","T0000260","MA","SD"
"21767","short","T0000260","MA","SD"
"21768","flat","T0000260","MA","SD"
"21769","short-ur","T0000260","MA","SD"
"21770","flat","T0000260","MA","SD"
"21771","flat","T0000260","MA","SD"
"21772","short-ur","T0000260","MA","SD"
"21773","flat","T0000260","MA","SD"
"21774","flat","T0000260","MA","SD"
"21775","flat","T0000260","MA","SD"
"21776","short","T0000260","MA","SD"
"21777","short-dr","T0000260","MA","SD"
"21778","flat","T0000260","MA","SD"
"21779","flat","T0000260","MA","SD"
"21780","short-c","T0000260","MA","SD"
"21781","short","T0000260","MA","SD"
"21782","flat","T0000260","MA","SD"
"21783","short-c","T0000260","MA","SD"
"21784","short","T0000260","MA","SD"
"21785","flat","T0000260","MA","SD"
"21786","short","T0000260","MA","SD"
"21787","short-ur","T0000260","MA","SD"
"21788","flat","T0000260","MA","SD"
"21789","short","T0000260","MA","SD"
"21790","flat","T0000260","MA","SD"
"21791","short","T0000260","MA","SD"
"21792","flat","T0000260","MA","SD"
"21793","short","T0000260","MA","SD"
"21794","flat","T0000260","MA","SD"
"21795","flat","T0000260","MA","SD"
"21796","short-c","T0000260","MA","SD"
"21797","short","T0000260","MA","SD"
"21798","short-c","T0000260","MA","SD"
"21799","short","T0000260","MA","SD"
"21800","flat","T0000260","MA","SD"
"21801","flat","T0000260","MA","SD"
"21802","flat","T0000260","MA","SD"
"21803","flat","T0000260","MA","SD"
"21804","short","T0000260","MA","SD"
"21805","flat","T0000260","MA","SD"
"21806","flat","T0000260","MA","SD"
"21807","step down","T0000260","MA","SD"
"21808","step down","T0000260","MA","SD"
"21809","flat","T0000260","MA","SD"
"21810","flat","T0000260","MA","SD"
"21811","flat","T0000260","MA","SD"
"21812","flat","T0000260","MA","SD"
"21813","flat","T0000260","MA","SD"
"21814","short","T0000260","MA","SD"
"21815","short","T0000260","MA","SD"
"21816","flat","T0000260","MA","SD"
"21817","flat","T0000260","MA","SD"
"21818","short","T0000260","MA","SD"
"21819","short","T0000260","MA","SD"
"21820","short","T0000260","MA","SD"
"21821","inverted-u","T0000260","MA","SD"
"21822","step down","T0000260","MA","SD"
"21823","flat","T0000260","MA","SD"
"21824","flat","T0000260","MA","SD"
"21825","flat under flat","T0000260","MA","SD"
"21826","flat-z","T0000260","MA","SD"
"21827","upward ramp","T0000260","MA","SD"
"21828","flat","T0000260","MA","SD"
"21829","flat","T0000260","MA","SD"
"21830","flat","T0000260","MA","SD"
"21831","step up","T0000260","MA","SD"
"21832","inverted-u","T0000260","MA","SD"
"21833","step down","T0000260","MA","SD"
"21834","short-ur","T0000260","MA","SD"
"21835","short","T0000260","MA","SD"
"21836","multi-step-s","T0000260","MA","SD"
"21837","flat","T0000260","MA","SD"
"21838","flat","T0000260","MA","SD"
"21839","flat under short","T0000260","MA","SD"
"21840","flat","T0000260","MA","SD"
"21841","flat","T0000260","MA","SD"
"21842","flat","T0000260","MA","SD"
"21843","flat","T0000260","MA","SD"
"21844","short","T0000260","MA","SD"
"21845","step down","T0000260","MA","SD"
"21846","step down","T0000260","MA","SD"
"21847","short","T0000260","MA","SD"
"21848","upward ramp","T0000260","MA","SD"
"21849","flat","T0000260","MA","SD"
"21850","flat","T0000260","MA","SD"
"21851","flat","T0000260","MA","SD"
"21852","flat","T0000260","MA","SD"
"21853","short","T0000260","MA","SD"
"21854","short","T0000260","MA","SD"
"21855","flat","T0000260","MA","SD"
"21856","short","T0000260","MA","SD"
"21857","flat-mz","T0000260","MA","SD"
"21858","flat-mz","T0000260","MA","SD"
"21859","flat","T0000260","MA","SD"
"21860","short","T0000260","MA","SD"
"21861","step up","T0000260","MA","SD"
"21862","flat","T0000260","MA","SD"
"21863","flat","T0000260","MA","SD"
"21864","flat","T0000260","MA","SD"
"21865","flat","T0000260","MA","SD"
"21866","upward ramp","T0000260","MA","SD"
"21867","upward ramp","T0000260","MA","SD"
"21868","multi-step","T0000260","MA","SD"
"21869","flat","T0000260","MA","SD"
"21870","short","T0000260","MA","SD"
"21871","step down","T0000260","MA","SD"
"21872","step down","T0000260","MA","SD"
"21873","step down","T0000260","MA","SD"
"21874","step down","T0000260","MA","SD"
"21875","step down","T0000260","MA","SD"
"21876","step down","T0000260","MA","SD"
"21877","flat","T0000260","MA","SD"
"21878","flat","T0000260","MA","SD"
"21879","flat","T0000260","MA","SD"
"21880","flat","T0000260","MA","SD"
"21881","flat","T0000260","MA","SD"
"21882","flat","T0000260","MA","SD"
"21883","flat","T0000260","MA","SD"
"21884","flat","T0000260","MA","SD"
"21885","short","T0000260","MA","SD"
"21886","flat","T0000260","MA","SD"
"21887","flat","T0000260","MA","SD"
"21888","short","T0000260","MA","SD"
"21889","short-c","T0000260","MA","SD"
"21890","short","T0000260","MA","SD"
"21891","short-c","T0000260","MA","SD"
"21892","flat","T0000260","MA","SD"
"21893","flat-mz","T0000260","MA","SD"
"21894","flat","T0000260","MA","SD"
"21895","flat","T0000260","MA","SD"
"21896","flat","T0000260","MA","SD"
"21897","flat","T0000260","MA","SD"
"21898","flat","T0000260","MA","SD"
"21899","flat","T0000260","MA","SD"
"21900","flat","T0000260","MA","SD"
"21901","flat","T0000260","MA","SD"
"21902","short","T0000260","MA","SD"
"21903","flat","T0000260","MA","SD"
"21904","short","T0000260","MA","SD"
"21905","short","T0000260","MA","SD"
"21906","flat","T0000260","MA","SD"
"21907","short","T0000260","MA","SD"
"21908","flat","T0000260","MA","SD"
"21909","flat","T0000260","MA","SD"
"21910","flat","T0000260","MA","SD"
"21911","flat","T0000260","MA","SD"
"21912","flat","T0000260","MA","SD"
"21913","flat","T0000260","MA","SD"
"21914","short","T0000260","MA","SD"
"21915","flat","T0000260","MA","SD"
"21916","short","T0000260","MA","SD"
"21917","flat","T0000260","MA","SD"
"21918","flat","T0000260","MA","SD"
"21919","flat","T0000260","MA","SD"
"21920","step down over flat","T0000260","MA","SD"
"21921","flat","T0000260","MA","SD"
"21922","flat","T0000260","MA","SD"
"21923","flat","T0000260","MA","SD"
"21924","flat","T0000260","MA","SD"
"21925","flat","T0000260","MA","SD"
"21926","flat","T0000260","MA","SD"
"21927","flat","T0000260","MA","SD"
"21928","short","T0000260","MA","SD"
"21929","short-c","T0000260","MA","SD"
"21930","short-c","T0000260","MA","SD"
"21931","short","T0000260","MA","SD"
"21932","short","T0000260","MA","SD"
"21933","short","T0000260","MA","SD"
"21934","short","T0000260","MA","SD"
"21935","step up","T0000260","MA","SD"
"21936","flat","T0000260","MA","SD"
"21937","step up","T0000260","MA","SD"
