"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
"514",514,"T0000088","flatonic",0.1003,22.9749,42900,43400,43400,43400,43400,43400,43400,43900,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,86400,43400,43400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45800,45800,45400,45400,"SD"
"515",515,"T0000088","flatonic",0.0829,23.2279,42900,42900,43400,42900,42900,43400,43400,43400,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,43400,43400,43400,43400,43400,86900,43900,43900,43900,43900,44400,44400,44900,44900,44900,45400,45400,"SD"
"516",516,"T0000088","flat-mz",0.0931,29.5751,43900,43900,44400,44900,44900,44900,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,49800,49300,49800,49300,49300,49300,49300,49300,49300,48800,48800,48300,48300,47800,47800,47300,46800,46300,45800,45800,45800,45800,45800,45800,45800,45800,46300,46800,47800,48300,48800,49300,49300,"SD"
"517",517,"T0000088","flatonicx",0.0916,29.8183,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43400,43900,43900,43900,43900,43900,44400,44900,44900,44900,45800,45800,45800,45800,"SD"
"518",518,"T0000088","flatonic",0.1064,30.0287,43400,43900,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,44400,43900,43900,87400,87400,87400,87400,87400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45400,44900,"SD"
"519",519,"T0000088","flatonic",0.1182,30.2602,42900,43400,43400,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,87400,43400,87400,87400,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,43900,"SD"
"520",520,"T0000088","flatonic",0.1105,30.4988,42400,42400,42400,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,87800,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44400,44400,44900,44400,44400,44900,44900,44900,44900,45400,45400,45800,45800,45800,"SD"
"521",521,"T0000088","flatonicx",0.0983,30.7425,NA,41900,42400,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,42900,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44900,44900,45400,45400,45800,45800,"SD"
"522",522,"T0000088","flat",0.0128,30.9821,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,44400,44400,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,43900,43900,"SD"
"523",523,"T0000088","flat-z",0.0752,33.1161,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44900,44900,44900,45400,45400,45800,45800,45800,46300,48800,48800,49300,48800,"SD"
"524",524,"T0000088","flat-z",0.0901,33.324,49300,48800,48800,48800,48300,48300,47800,47300,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,87400,87400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43400,43900,43900,44400,44400,44900,44900,45800,46300,"SD"
"525",525,"T0000088","flatonicx",0.0967,33.5349,45400,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44900,"SD"
"526",526,"T0000088","flat-z",0.0865,36.6812,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45800,46800,47300,47800,47800,47800,48300,48300,48800,48800,49300,49300,49800,49800,49800,"SD"
"527",527,"T0000088","flatonicx",0.0793,45.1005,50200,50200,50200,50700,50700,50700,51200,51200,51200,51700,51700,52200,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52200,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52700,52200,52700,52700,52700,52200,52200,51700,"SD"
"528",528,"T0000088","flat-z",0.0957,45.292,42900,42900,42900,43400,43900,43900,43900,43900,44400,44900,44900,44900,44900,45400,45800,47800,47800,47800,47800,47800,47800,47800,47300,47300,47300,47300,47300,46800,46800,46800,46800,45800,45800,45800,45800,45400,45400,44400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44400,"SD"
"529",529,"T0000088","flatonicx",0.1274,45.5316,43400,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43900,NA,NA,43400,42900,43400,43400,42900,43400,43400,43400,43400,43400,42900,43400,43900,43400,"SD"
"530",530,"T0000088","flatonicx",0.128,45.7876,42900,42900,42900,43400,43400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43900,43900,43900,42900,"SD"
"531",531,"T0000088","flatonicx",0.109,46.0159,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,44400,NA,44900,45400,45400,44900,45400,44900,44400,43900,"SD"
"532",532,"T0000088","flatonicx",0.1105,46.2525,42900,42900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45400,"SD"
"533",533,"T0000088","flatonicx",0.1105,46.4803,42900,43400,43900,43900,44400,44400,44900,44900,44900,44900,44900,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,44900,45400,44900,44900,44400,43900,"SD"
"534",534,"T0000088","flat-z",0.1039,46.7082,42900,43400,43900,43900,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45800,49800,50200,50200,50700,50200,"SD"
"535",535,"T0000088","flat-z",0.0921,46.9299,43900,43900,43900,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,49800,50200,50200,50200,50200,44900,"SD"
"536",536,"T0000088","flat-z",0.089,47.1521,43900,43900,43900,43900,44400,44400,44900,44900,44900,44900,44900,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,43900,43900,43900,43900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,49800,49800,50200,50200,50700,50700,"SD"
"537",537,"T0000088","flat-z",0.0865,47.3815,43900,43900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,45400,45400,45800,45800,50200,50200,50200,50200,50700,"SD"
"538",538,"T0000088","flat-z",0.0936,47.595,44400,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45800,45800,46800,48800,49300,49300,49800,49300,"SD"
"539",539,"T0000088","flatonicx",0.0476,47.8515,44400,44400,43900,44400,43900,44400,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,"SD"
"540",540,"T0000088","flat",0.0752,54.3513,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,44400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,45400,45400,45800,45800,45800,46300,47300,47300,47800,"SD"
"541",541,"T0000088","flat",0.1228,54.596,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,43900,43400,43400,42900,42900,"SD"
"542",542,"T0000088","flatonicx",0.1228,54.8167,42900,43400,43900,43900,43900,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,44900,44900,44900,44400,43900,"SD"
"543",543,"T0000088","flat",0.1254,55.0568,42900,42900,43400,43400,43900,43900,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,43900,43900,43900,44400,44400,44400,43900,44400,44400,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42900,NA,41900,41900,41900,41900,41500,"SD"
"544",544,"T0000088","flat-mz",0.1295,55.3011,43400,42900,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,45400,45400,45400,45800,48300,48300,48300,48300,48300,48300,48800,48800,48800,49300,49300,49800,49300,45400,44900,"SD"
"545",545,"T0000088","flatonicx",0.1274,55.5386,42400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,"SD"
"546",546,"T0000088","flatonicx",0.1351,55.7844,42900,43400,43400,43900,43900,44400,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44900,44400,44400,44900,44400,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43400,"SD"
"547",547,"T0000088","flatonicx",0.1269,56.0348,42900,43400,43900,43900,44400,44400,44400,44400,44400,43900,43900,43900,43900,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,44400,44400,44400,44400,44400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,"SD"
"548",548,"T0000088","flatonicx",0.1003,56.299,43400,43400,43900,43400,43400,43400,43400,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44900,44900,45400,45400,45800,45800,"SD"
"549",549,"T0000088","flatonicx",0.0865,56.5504,42900,42900,42900,42900,42900,43400,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42900,42900,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,"SD"
"550",550,"T0000088","flat-z",0.1699,64.3077,46300,47800,47800,48300,48800,48800,49300,49800,49800,49800,45400,44900,44400,44900,44400,44900,44900,44900,45400,45400,44900,44900,44900,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,45800,45800,45400,45400,45400,"SD"
"551",551,"T0000088","flatonicx",0.1331,64.6056,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,46300,45800,44900,"SD"
"552",552,"T0000088","flatonicx",0.1372,64.8755,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43400,43400,43400,43400,43400,42900,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,"SD"
"553",553,"T0000088","flatonicx",0.109,65.1607,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,43400,42900,43900,43400,43400,43900,43900,44400,44400,44900,44900,45400,"SD"
"554",554,"T0000088","flat",0.0819,65.4458,42400,42400,42400,42400,42900,42900,42400,42400,42900,42400,42400,42400,42400,42900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,NA,NA,NA,43900,43900,43900,43900,"SD"
"555",555,"T0000088","flat-z",0.1464,72.941,43900,43900,44400,44900,44900,45400,45800,45800,46300,49800,49800,49300,49300,49300,49300,49300,49300,48800,48300,47800,47300,46800,45800,45800,45400,45400,45400,44900,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,45400,45400,45800,45800,47300,47800,48300,48800,49300,49300,"SD"
"556",556,"T0000088","flat",0.1346,73.2195,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,"SD"
"557",557,"T0000088","flat-z",0.1162,73.4776,43400,43900,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45800,45800,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,45400,45800,"SD"
"558",558,"T0000088","flatonicx",0.1433,73.7254,43400,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,43900,43900,43900,43900,43900,44400,44400,44400,"SD"
"559",559,"T0000088","flatonicx",0.1121,74.0167,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,42900,42900,43400,42900,42900,42900,42900,43400,42900,43400,43400,43400,43400,42900,43400,42900,42900,43400,42900,42900,43400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,43900,43900,43900,43900,44400,43900,"SD"
"560",560,"T0000088","flatonicx",0.087,77.5116,45800,45800,45800,45800,45800,45400,45400,45400,45400,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,44400,44400,44400,44400,44400,44900,44900,44900,45400,45800,45800,46800,47300,47800,47800,48300,47800,48800,"SD"
"561",561,"T0000088","flat",0.0547,84.7416,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,43900,44400,44400,44400,44400,43900,43900,43900,43900,NA,43900,NA,45400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,"SD"
"562",562,"T0000088","flat-z",0.0819,84.8967,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44900,44900,44900,45800,45800,47300,47800,48300,48800,49300,49800,"SD"
"563",563,"T0000088","flat",0.0783,85.1384,44900,44900,44400,NA,43900,44400,43900,43900,43900,43400,43900,43400,43400,42900,42900,NA,42400,NA,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,44400,44400,44900,44900,44900,44900,45800,45800,"SD"
"564",564,"T0000088","flat",0.0896,85.8321,44900,44900,44900,44900,44900,44900,44900,44400,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43900,43400,43900,43400,43400,43400,42900,42900,NA,NA,NA,42900,NA,NA,NA,43900,43400,43400,43900,43900,43900,44400,44400,44900,44900,44900,44900,"SD"
"565",565,"T0000088","flatonicx",0.1192,86.041,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43900,42400,43400,42900,42900,42900,42400,NA,41900,41900,"SD"
"566",566,"T0000088","flat-z",0.1233,86.2807,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,45800,48800,49300,49300,"SD"
"567",567,"T0000088","flatonicx",0.1254,86.5075,42900,43400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,"SD"
"568",568,"T0000088","flat-z",0.1372,86.7532,42900,43400,43400,43900,43900,44400,43900,44400,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,44900,45400,45800,45800,45800,45800,45800,46300,46300,45800,45800,45800,45800,45800,48300,49300,50200,50200,50700,"SD"
"569",569,"T0000088","flatonicx",0.1305,87.0123,42900,42900,43400,43900,43900,43900,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,"SD"
"570",570,"T0000088","flatonicx",0.0972,87.2837,42400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,45400,45400,45800,45800,"SD"
"571",571,"T0000088","flatonicx",0.0762,87.5499,NA,NA,42400,41500,41900,41900,41900,42900,NA,41900,42900,NA,NA,NA,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,43900,43900,43900,42900,43900,43900,43900,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,"SD"
"572",572,"T0000088","flat",0.0445,95.3154,43900,43900,43900,43900,43400,43900,43900,43900,43900,43900,43900,43900,31200,43900,43900,19000,15100,29700,44900,44400,43900,44400,43900,43900,43900,18500,17500,NA,44900,45400,45400,44900,44900,44900,23900,45400,45400,45800,45800,45800,46800,46300,46300,46800,47300,47300,47800,47800,47300,NA,"SD"
"573",573,"T0000088","flatonicx",0.0686,96.8596,49300,49300,50200,49800,50200,50200,50200,50200,50200,50200,50200,50700,50200,50200,50700,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,51200,51200,51200,51700,51700,52200,52200,52700,53200,53200,53200,53700,54100,54100,54100,54100,54100,"SD"
"574",574,"T0000088","flat",0.1377,97.0449,43400,43900,43900,44400,44400,44400,44400,44400,44900,44900,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,44400,44900,44400,44400,43900,"SD"
"575",575,"T0000088","flatonicx",0.1387,97.2984,42900,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45400,44400,"SD"
"576",576,"T0000088","flatonicx",0.1387,97.5544,42900,43400,43900,43900,43900,43900,44400,44400,44400,44400,43900,44400,43900,43900,44400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,NA,44400,44400,44400,44400,44400,44400,43900,44400,43900,44400,43900,43900,43900,"SD"
"577",577,"T0000088","flat",0.131,97.8211,42400,42900,42900,43400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44400,44900,NA,NA,NA,44400,44900,44900,44900,44900,44900,44900,"SD"
"578",578,"T0000088","flatonicx",0.0962,98.091,42400,42900,42900,43400,43400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,44400,43900,43900,44400,44400,44400,44400,44400,44400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45800,46800,47800,47800,47800,48300,48800,48300,48800,49300,"SD"
"579",579,"T0000088","flat",0.0947,98.3372,42400,41900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,43900,42900,43900,43400,43400,43900,43900,43900,43900,44400,43900,44900,44900,45400,45800,45800,46800,47800,47800,NA,"SD"
"580",580,"T0000088","flatonicx",0.0921,106.0782,48800,49300,48800,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,50200,49800,49800,50200,50200,50200,50700,50700,50700,51200,51200,51200,51700,52200,52200,52200,53200,53200,53700,53700,54100,54600,54600,54600,54600,54600,NA,"SD"
"581",581,"T0000088","flat",0.0471,106.3623,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,44400,44400,43900,43900,43900,43900,43900,43900,44400,43900,44900,44900,"SD"
"582",582,"T0000088","flat",0.0312,106.4622,NA,NA,NA,49800,NA,48800,48300,48800,49300,49300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,48800,49300,49300,48800,48800,49300,49300,49300,48800,48800,48800,48800,48800,48300,48300,48300,48800,48300,48800,48300,48300,48300,48300,47800,47300,46800,NA,NA,NA,"SD"
"583",583,"T0000088","flat",0.128,106.6526,43400,43900,43900,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,44400,43900,44400,44400,44400,44400,44400,44400,44400,"SD"
"584",584,"T0000088","flat",0.1131,106.9265,42900,42900,42900,NA,43900,43400,43400,43400,43400,43400,43400,42900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,44400,43900,43900,44400,44400,"SD"
"585",585,"T0000088","flat",0.1172,107.1749,42900,42900,43400,42900,43400,43400,43400,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,43900,44900,44900,45400,45800,47800,48300,"SD"
"586",586,"T0000088","flat",0.1013,107.4472,NA,NA,NA,41900,42400,42400,42900,42900,42900,42900,42900,43400,43400,43400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,43400,43400,43900,43400,43400,43400,43900,43900,44400,44400,44900,44900,45400,"SD"
"587",587,"T0000088","flat",0.0532,107.7283,42900,41900,41900,42900,42400,42900,42900,42900,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,42900,43400,42900,NA,42900,43400,42900,42900,NA,43900,43900,43400,43400,43400,43400,43400,43900,43900,43400,43900,43900,43900,43900,43900,44400,43900,"SD"
"588",588,"T0000088","flat-z",0.0389,115.3914,44900,44900,44900,44900,45400,44900,44900,45800,45800,45400,45800,45800,46300,46800,46800,47300,47300,47800,47800,47800,48800,48800,48300,48800,48300,48300,48800,48300,48300,48300,48300,48300,48300,49800,NA,NA,NA,NA,NA,48800,48800,49300,48800,48800,48800,NA,NA,NA,NA,NA,"SD"
"589",589,"T0000088","flat",0.2007,119.8289,NA,45800,46300,46800,46800,47800,NA,NA,NA,48800,49800,NA,50200,NA,51200,49800,49800,49300,49300,NA,NA,NA,NA,45400,NA,NA,43400,NA,NA,43400,NA,NA,43900,43900,44400,44400,44900,NA,44900,44900,NA,46300,46300,NA,47800,NA,NA,48800,49800,49800,"SD"
