"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
"76",76,"T0000087","flat-mz",0.0614,20.6888,41900,41900,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,44400,44400,44900,48300,48800,48800,48800,48300,47800,44900,44900,42900,"SD"
"77",77,"T0000087","flat-mz",0.0665,20.8727,42900,43400,43400,43900,43900,NA,44400,43900,43900,43900,43900,44400,44400,44400,44400,44400,43900,43400,43900,43900,43400,43400,43400,42900,43400,43400,42900,42900,43400,42900,42900,43400,43400,42900,43400,43400,43400,43400,88300,44400,44900,44900,45400,47800,47800,47800,47800,46800,45400,44900,"SD"
"78",78,"T0000087","flat-mz",0.1013,21.0636,48300,48800,49300,49300,49300,49800,49800,49800,49300,49300,48800,48800,48300,48300,47800,47800,47800,47800,47300,47300,42900,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,42400,42900,42900,43400,43900,48800,48800,48800,"SD"
"79",79,"T0000087","flat-z",0.0844,21.2782,48800,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48300,48300,48300,47800,47800,47800,47300,42400,42400,41900,41900,41500,41500,41500,41000,41000,41000,41000,40500,40500,40500,41500,NA,NA,NA,41000,40500,40500,40500,41000,41000,41000,41000,41500,41900,41900,42400,42400,42900,"SD"
"80",80,"T0000087","flat-z",0.089,21.4768,48300,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,42900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,"SD"
"81",81,"T0000087","flat-mz",0.068,21.698,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48800,48300,48300,48300,48300,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,44900,48800,48800,47800,45400,44400,"SD"
"82",82,"T0000087","flat-z",0.1187,21.8951,48300,48300,48300,48300,48300,47800,47800,42400,41900,41900,41500,41500,41500,41500,41000,41000,40500,40500,40500,40500,40500,40500,41000,41000,41000,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,41900,41900,41900,41900,41900,42400,41900,41900,41900,41000,NA,"SD"
"83",83,"T0000087","flatonicx",0.0537,22.1199,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,41000,40500,41000,41000,40500,40500,40500,40500,40000,40000,"SD"
"84",84,"T0000087","flatonicx",0.1024,22.3042,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,41000,40500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41900,41900,41900,42400,42400,42900,42900,43400,43400,43400,43400,43400,43400,"SD"
"85",85,"T0000087","flatonicx",0.0614,22.5372,42900,42900,43400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42900,42900,"SD"
"86",86,"T0000087","flatonicx",0.1346,22.7041,41000,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41900,41500,41900,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,42400,42400,42400,42900,42900,42900,42900,43400,43400,43900,43900,43900,43400,43900,47800,43400,"SD"
"87",87,"T0000087","flatonicx",0.0814,22.9652,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,43400,43900,43900,43900,43900,43900,"SD"
"88",88,"T0000087","flat-mz",0.0962,23.1592,42400,42400,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43900,43900,43900,43900,44400,48800,49300,49300,49300,48800,48300,44400,"SD"
"89",89,"T0000087","flatonicx",0.0921,23.3564,41500,41900,41900,41900,42400,42400,42900,42900,42900,43400,43400,43400,42900,43400,42900,43400,42900,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,43900,43900,42900,42400,41900,42400,42400,"SD"
"90",90,"T0000087","flat-mz",0.0875,23.5555,42900,43400,43400,43900,43900,44400,47300,47300,47300,47300,47800,47800,47300,47300,47300,47300,47300,47300,47300,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,43900,43900,"SD"
"91",91,"T0000087","flatonicx",0.0435,23.7639,48800,48300,48300,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,49800,50200,49800,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51700,51700,52200,52200,52200,52700,52200,52200,52200,"SD"
"92",92,"T0000087","flat-mz",0.0906,23.9226,43900,44400,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47300,47300,47300,46800,42900,42900,42400,42400,42400,41900,41900,41900,41500,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,42400,42400,42900,43400,43900,43900,"SD"
"93",93,"T0000087","flatonicx",0.0783,24.1305,48800,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,47800,48300,48300,48300,48300,48300,48300,48300,48800,48800,49300,49800,50200,51700,51700,51700,50700,"SD"
"94",94,"T0000087","flat-z",0.0931,24.322,48300,47800,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47300,47300,46800,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42900,42400,42900,42900,42900,42900,42900,42900,42900,42900,43400,43900,43400,"SD"
"95",95,"T0000087","flatonicx",0.045,24.5396,48800,48800,48800,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51700,51200,51700,51700,51700,51700,51700,52200,52200,52200,52200,53700,53700,54100,54100,54100,52700,52200,"SD"
"96",96,"T0000087","flatonicx",0.0691,24.705,43900,43900,43900,43900,44400,43900,44400,44400,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,43400,43400,43900,44400,45400,45400,44900,"SD"
"97",97,"T0000087","flatonicx",0.1018,24.8775,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,42400,41900,42400,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,"SD"
"98",98,"T0000087","flat-z",0.1034,25.0956,48300,48800,49300,49300,49300,49300,48800,48800,48800,48800,48800,48300,48300,48300,48300,47800,47800,43900,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,43400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,"SD"
"99",99,"T0000087","flatonicx",0.0819,25.3327,44400,44400,44400,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,43400,43400,43400,43900,44400,44400,44900,45400,"SD"
"100",100,"T0000087","flat-z",0.0762,25.5482,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48300,48300,48300,48300,47800,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,44400,44400,45400,"SD"
"101",101,"T0000087","flat-mz",0.0762,25.7428,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,47800,47800,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,43400,43400,43900,43900,44400,44900,49300,49800,49800,"SD"
"102",102,"T0000087","flat-z",0.089,25.9251,47800,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47300,47300,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,"SD"
"103",103,"T0000087","flat",0.0404,26.1524,50700,50700,51200,51200,51200,51200,51200,51700,51200,51700,51700,51700,52200,52200,52200,52200,52700,52700,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54100,54600,54100,54600,54600,54600,54600,54600,54600,54600,54600,"SD"
"104",104,"T0000087","flat",0.0271,26.3521,51700,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,52200,51700,51700,51700,52200,51700,51700,51700,51700,52200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,50700,50700,"SD"
"105",105,"T0000087","flat",0.023,26.7207,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200,50200,50200,50700,NA,49800,49800,49300,49300,NA,"SD"
"106",106,"T0000087","flat-z",0.0849,27.074,47300,47300,47300,46800,46800,46300,45800,43400,42900,42900,42400,42400,41900,41900,41000,NA,NA,NA,NA,40000,40000,66400,40500,40000,41000,41500,NA,41000,NA,40000,40000,NA,40500,NA,NA,NA,40500,40500,41000,41000,41900,41900,41900,41900,42400,42900,42900,43400,43400,43400,"SD"
"107",107,"T0000087","flat",0.0296,27.6244,50200,50200,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,52200,51700,52200,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700,52200,"SD"
"108",108,"T0000087","flat",0.0256,27.8082,50700,50700,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,"SD"
"109",109,"T0000087","short",0.0097,28.011,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57600,57600,57600,57100,57100,57100,57100,57100,57100,57100,57100,"SD"
"110",110,"T0000087","flat-z",0.0133,30.3861,NA,NA,NA,NA,NA,NA,66800,66800,66800,66800,66800,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
"111",111,"T0000087","flat-z",0.0885,30.4486,NA,47800,47300,47300,47300,46300,46300,NA,43400,42900,41900,NA,NA,NA,NA,42400,41000,NA,41500,41000,40500,40500,41500,40500,40500,41000,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41500,41500,41500,41900,41500,41500,NA,42400,42400,41900,41900,41900,41500,41900,"SD"
"112",112,"T0000087","flat-z",0.1039,32.0383,47300,47800,47300,46800,46300,45800,45800,45400,NA,44900,43400,43400,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,43400,43400,44400,45400,45400,45800,45800,45400,NA,44900,43900,"SD"
"113",113,"T0000087","flatonicx",0.1116,32.4075,41900,42400,42400,42400,42400,42400,42400,42900,42400,42400,42400,42900,42400,42400,42400,42400,42400,42400,42400,42400,41900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43900,43900,43900,44400,44400,43900,43400,42900,"SD"
"114",114,"T0000087","flat-mz",0.1223,32.6389,43400,43400,43400,43900,43900,43900,43900,43400,43400,43400,42900,42900,42900,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42900,42900,43400,43900,44400,47800,47800,47800,45800,44400,42900,"SD"
"115",115,"T0000087","flatonicx",0.0481,33.4387,48800,49300,49300,49800,49300,49800,49800,49800,49800,49800,49800,49800,49800,49800,49300,49800,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47800,47300,47300,47300,47300,47300,47300,46800,46800,46800,47300,44400,44400,43400,"SD"
"116",116,"T0000087","flat-z",0.068,34.9184,49800,49800,49800,49300,49300,48800,48800,48300,47800,47800,47800,47300,47300,47300,46800,46800,46300,43400,42900,42900,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,41000,40500,40500,"SD"
"117",117,"T0000087","flatonicx",0.11,36.055,46300,46300,45800,45400,44900,42900,42900,42900,42400,41900,41900,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,42400,42400,42900,43400,44400,45400,43400,"SD"
"118",118,"T0000087","flat",0.0839,36.2644,42900,43400,43400,43400,43400,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41900,41500,41500,41900,41900,42400,42400,42900,42900,"SD"
"119",119,"T0000087","short",0.003,36.503,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,"SD"
"120",120,"T0000087","flat-z",0.0885,36.6638,47800,47800,47800,47300,46800,46800,46300,45800,45400,44900,43900,43400,43400,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41500,41500,"SD"
"121",121,"T0000087","short",0.0081,36.8957,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,53200,53200,53200,52700,52700,52700,53200,53200,53200,52700,52700,52700,53200,53200,53200,53200,53200,53200,52200,52200,52200,51700,"SD"
"122",122,"T0000087","flat-z",0.0814,37.2264,47300,47800,47300,47300,46800,46800,46300,46300,43900,43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,41000,41500,41500,41500,41500,40500,41000,41000,41000,41000,41000,41000,41500,41500,41000,41500,41500,41500,41500,41500,41900,41900,41900,42400,42400,42400,42400,"SD"
"123",123,"T0000087","flatonicx",0.1013,37.4184,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,42400,42400,42400,42900,42900,42900,43400,43900,42400,"SD"
"124",124,"T0000087","flatonicx",0.1172,37.6376,42900,42900,43400,43400,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41900,41500,42400,42400,42400,42400,42900,42400,42900,42900,42900,42900,42400,"SD"
"125",125,"T0000087","flat",0.0977,37.9023,43900,43900,43900,43900,43900,43900,43400,43400,42900,42900,42900,42900,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42400,"SD"
"126",126,"T0000087","flat-z",0.0947,38.1383,47300,47300,47300,46800,46800,46800,46300,46300,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42900,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,"SD"
"127",127,"T0000087","flat-z",0.0839,38.3662,46800,46800,46800,46800,46300,46300,45800,45800,45400,45400,45400,44900,44400,43400,43400,42900,42900,42400,42400,41900,42400,41900,41900,41500,41000,41000,41000,41000,41000,40500,40500,41000,41000,41000,41000,41000,41500,41500,41500,41900,41900,41900,42400,42400,42900,42900,43400,43400,43400,43400,"SD"
"128",128,"T0000087","flat",0.0819,39.1214,41900,42400,41900,41900,41500,41500,41500,41500,41000,41000,41000,40500,40500,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40500,40000,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,41000,41000,41500,41500,41500,41900,41900,41900,41900,"SD"
"129",129,"T0000087","flat-z",0.0686,39.3323,46800,47300,47300,46800,46800,46800,46800,46300,46300,45800,NA,43400,42900,42900,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,41000,40500,40500,41000,41000,41000,41000,41000,41000,41000,41500,41000,41500,41900,"SD"
"130",130,"T0000087","flat",0.0727,39.8617,42900,41900,42400,42400,42400,42400,41900,41900,41900,41900,41900,41500,41000,41000,41900,41900,41000,41000,41000,40500,41000,40000,40000,40000,41000,NA,NA,NA,NA,NA,NA,39000,40000,40000,39000,NA,NA,NA,NA,65400,NA,NA,NA,119100,NA,65400,NA,64900,NA,NA,"SD"
